graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.937778,1.148534,1.026065,35.37
1,0.928889,1.137647,1.016339,25.38
2,0.937778,1.148534,1.026065,27.98
3,0.902222,1.104987,0.987162,26.00
4,0.928889,1.137647,1.016339,25.47
5,0.920000,1.126761,1.006613,25.48
6,0.911111,1.115874,0.996888,26.03
7,0.928889,1.137647,1.016339,26.23
8,0.902222,1.104987,0.987162,42.13
9,0.937778,1.148534,1.026065,47.07
10,0.920000,1.126761,1.006613,27.05
11,0.911111,1.115874,0.996888,38.17
12,0.911111,1.115874,0.996888,46.25
13,0.920000,1.126761,1.006613,47.26
14,0.937778,1.148534,1.026065,45.18
15,0.902222,1.104987,0.987162,47.33
16,0.920000,1.126761,1.006613,46.97
17,0.928889,1.137647,1.016339,34.54
18,0.902222,1.104987,0.987162,25.52
19,0.911111,1.115874,0.996888,25.44
20,0.920000,1.126761,1.006613,25.24
21,0.928889,1.137647,1.016339,24.78
22,0.920000,1.126761,1.006613,24.90
23,0.928889,1.137647,1.016339,24.96
24,0.928889,1.137647,1.016339,25.04
25,0.937778,1.148534,1.026065,24.97
26,0.928889,1.137647,1.016339,24.99
27,0.946667,1.159420,1.035791,25.12
28,0.920000,1.126761,1.006613,25.11
29,0.911111,1.115874,0.996888,24.82
30,0.911111,1.115874,0.996888,24.60
31,0.911111,1.115874,0.996888,25.38
32,0.928889,1.137647,1.016339,43.85
33,0.928889,1.137647,1.016339,47.26
34,0.911111,1.115874,0.996888,47.31
35,0.955556,1.170307,1.045516,46.81
36,0.955556,1.170307,1.045516,46.91
37,0.928889,1.137647,1.016339,47.21
38,0.920000,1.126761,1.006613,46.49
39,0.928889,1.137647,1.016339,48.10
40,0.893333,1.094101,0.977436,47.61
41,0.937778,1.148534,1.026065,35.34
42,0.920000,1.126761,1.006613,25.94
43,0.911111,1.115874,0.996888,25.41
44,0.937778,1.148534,1.026065,24.62
45,0.928889,1.137647,1.016339,24.54
46,0.937778,1.148534,1.026065,44.97
47,0.937778,1.148534,1.026065,47.71
48,0.928889,1.137647,1.016339,47.62
49,0.911111,1.115874,0.996888,47.90
