graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.641662,1.0,1.009026,634.34
1,0.680346,1.0,1.069858,560.88
2,0.647308,1.0,1.017904,622.92
3,0.629832,1.0,0.990423,626.3
4,0.6461,1.0,1.016005,650.66
5,0.654471,1.0,1.029169,656.26
6,0.669253,1.0,1.052414,610.04
7,0.640268,1.0,1.006835,621.09
8,0.627549,1.0,0.986833,601.83
9,0.658282,1.0,1.035161,590.5
10,0.630134,1.0,0.990899,635.5
11,0.642232,1.0,1.009923,585.95
12,0.644519,1.0,1.013519,612.83
13,0.646927,1.0,1.017305,594.66
14,0.656646,1.0,1.03259,643.0
15,0.639062,1.0,1.004938,682.17
16,0.644313,1.0,1.013194,585.07
17,0.647636,1.0,1.018421,567.82
18,0.649735,1.0,1.021721,621.89
19,0.649072,1.0,1.020678,626.29
20,0.653404,1.0,1.02749,632.64
21,0.658628,1.0,1.035705,611.83
22,0.652848,1.0,1.026617,619.52
23,0.653629,1.0,1.027844,637.3
24,0.627552,1.0,0.986838,658.36
25,0.648462,1.0,1.01972,564.63
26,0.653961,1.0,1.028367,614.26
27,0.657156,1.0,1.033391,632.49
28,0.63895,1.0,1.004762,597.08
29,0.639377,1.0,1.005433,679.97
30,0.640465,1.0,1.007144,605.92
31,0.65469,1.0,1.029513,624.51
32,0.661062,1.0,1.039533,643.2
33,0.6426,1.0,1.010501,607.3
34,0.659449,1.0,1.036997,568.02
35,0.6494,1.0,1.021195,612.39
36,0.646227,1.0,1.016204,658.01
37,0.645111,1.0,1.01445,615.26
38,0.657382,1.0,1.033747,599.32
39,0.651989,1.0,1.025266,654.76
40,0.67697,1.0,1.064549,615.45
41,0.636902,1.0,1.001542,609.84
42,0.654455,1.0,1.029144,630.48
43,0.64104,1.0,1.008048,649.92
44,0.636684,1.0,1.001198,700.32
45,0.64768,1.0,1.018489,651.68
46,0.649578,1.0,1.021475,662.09
47,0.685198,1.0,1.077488,609.97
48,0.64546,1.0,1.014999,593.7
49,0.633342,1.0,0.995943,627.75
