graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.768048,0.995589,1.038920,200.71
1,0.772319,1.001126,1.044698,202.23
2,0.697614,0.904289,0.943646,198.49
3,0.762144,0.987936,1.030934,196.95
4,0.769783,0.997838,1.041266,197.40
5,0.784362,1.016737,1.060988,178.97
6,0.733030,0.950196,0.991552,200.16
7,0.728195,0.943929,0.985012,201.68
8,0.746334,0.967442,1.009548,196.66
9,0.729225,0.945265,0.986406,194.59
10,0.719553,0.932728,0.973322,191.92
11,0.743274,0.963476,1.005409,194.94
12,0.773003,1.002012,1.045623,190.12
13,0.744277,0.964775,1.006765,191.97
14,0.782531,1.014363,1.058511,180.89
15,0.774435,1.003869,1.047560,202.95
16,0.774183,1.003541,1.047218,199.28
17,0.779555,1.010505,1.054485,199.38
18,0.764691,0.991237,1.034379,196.77
19,0.761280,0.986816,1.029765,199.11
20,0.748252,0.969929,1.012143,195.83
21,0.760345,0.985604,1.028500,207.99
22,0.738019,0.956664,0.998301,264.41
23,0.731833,0.948645,0.989933,208.75
24,0.726713,0.942008,0.983007,295.70
25,0.745056,0.965786,1.007820,406.16
26,0.753827,0.977155,1.019683,279.89
27,0.755156,0.978878,1.021481,208.71
28,0.740005,0.959238,1.000986,206.33
29,0.755114,0.978824,1.021425,218.07
30,0.726598,0.941860,0.982852,204.11
31,0.719947,0.933238,0.973856,200.48
32,0.810373,1.050454,1.096173,207.63
33,0.739362,0.958404,1.000117,207.23
34,0.765353,0.992096,1.035274,207.78
35,0.726882,0.942228,0.983236,213.51
36,0.752797,0.975821,1.018291,207.52
37,0.763582,0.989801,1.032880,209.36
38,0.753083,0.976190,1.018677,231.72
39,0.759493,0.984500,1.027348,207.43
40,0.750660,0.973050,1.015399,229.67
41,0.751183,0.973728,1.016107,194.43
42,0.747245,0.968623,1.010780,195.89
43,0.796318,1.032234,1.077160,196.35
44,0.743819,0.964183,1.006146,932.24
45,0.763522,0.989723,1.032798,1175.57
46,0.764847,0.991439,1.034590,1972.99
47,0.751371,0.973972,1.016362,1024.18
48,0.770410,0.998651,1.042115,1669.66
49,0.777203,1.007456,1.051304,919.61
