step,beta,loss,buf_mean_E,buf_best_E
0,0.0010,24.990290,0.016559,0.638786
1,0.0010,24.992472,0.021964,0.780539
2,0.0010,24.852835,0.007103,0.780539
3,0.0010,24.904736,-0.024713,0.780539
4,0.0010,24.999489,-0.056980,0.780539
5,0.0010,24.968861,-0.023387,0.780539
6,0.0010,24.910133,0.052075,0.780539
7,0.0010,25.064188,-0.031718,0.780539
8,0.0010,25.022467,-0.087979,0.780539
9,0.0010,24.974955,-0.039309,0.780539
10,0.0010,24.905529,0.008611,0.780539
11,0.0010,25.008953,0.009577,0.780539
12,0.0010,24.994572,0.010264,0.780539
13,0.0010,25.008905,-0.060545,0.780539
14,0.0010,25.029648,-0.023814,0.780539
15,0.0010,24.961599,-0.044415,0.780539
16,0.0010,25.052435,-0.036647,0.780539
17,0.0010,24.984648,-0.007269,0.780539
18,0.0010,24.982979,0.059883,0.780539
19,0.0010,25.103043,-0.055333,0.780539
20,0.0010,24.953695,-0.040049,0.780539
21,0.0010,24.954676,-0.026546,0.780539
22,0.0010,24.989426,-0.026418,0.780539
23,0.0010,24.950209,0.001603,0.780539
24,0.0010,24.913946,0.087695,0.780539
25,0.0010,25.046722,-0.012677,0.780539
26,0.0010,25.049309,0.030885,0.780539
27,0.0010,24.859121,-0.002411,0.780539
28,0.0010,24.947828,0.072729,0.780539
29,0.0010,25.035954,-0.046069,0.780539
30,0.0010,24.986542,0.046527,0.780539
31,0.0010,24.956755,-0.002103,0.780539
32,0.0010,24.946781,0.057530,0.780539
33,0.0010,24.981144,0.016488,0.780539
34,0.0010,25.111135,-0.034490,0.780539
35,0.0010,25.010723,-0.013288,0.780539
36,0.0010,25.098679,-0.037500,0.780539
37,0.0010,24.983419,0.024474,0.780539
38,0.0010,25.001270,0.008594,0.780539
39,0.0010,25.011103,-0.058000,0.780539
40,0.0010,25.074736,0.012308,0.780539
41,0.0010,24.922581,-0.024191,0.780539
42,0.0010,25.066767,0.084777,0.780539
43,0.0010,25.013540,0.047099,0.780539
44,0.0010,24.976181,-0.021173,0.780539
45,0.0010,24.956474,-0.052789,0.780539
46,0.0010,24.954874,0.012996,0.780539
47,0.0010,25.066832,0.061537,0.780539
48,0.0010,24.975195,0.020041,0.780539
49,0.0010,24.931692,-0.006153,0.780539
50,0.0010,24.860596,-0.080137,0.780539
51,0.0121,24.969416,0.020909,0.780539
52,0.0233,25.044058,0.028374,0.780539
53,0.0344,25.043966,0.089715,0.780539
54,0.0455,25.017435,0.065831,0.780539
55,0.0567,24.983969,0.057421,0.780539
56,0.0678,24.879025,0.108299,0.780539
57,0.0789,24.974773,0.045974,0.780539
58,0.0901,24.954866,0.054931,0.780539
59,0.1012,24.888548,0.094273,0.780539
60,0.1123,25.091841,0.181474,0.780539
61,0.1235,25.045422,0.183519,0.780539
62,0.1346,25.030109,0.112066,0.780539
63,0.1457,25.018650,0.105123,0.780539
64,0.1569,25.052008,0.152742,0.780539
65,0.1680,25.025717,0.178658,0.780539
66,0.1791,24.901886,0.220371,0.780539
67,0.1903,25.035391,0.211904,0.780539
68,0.2014,25.026171,0.219103,0.780539
69,0.2125,25.006485,0.215574,0.780539
70,0.2237,24.990335,0.281786,0.780539
71,0.2348,25.007719,0.317597,0.780539
72,0.2459,25.008482,0.242572,0.780539
73,0.2571,24.985502,0.286764,0.780539
74,0.2682,25.040897,0.240437,0.780539
75,0.2793,24.977945,0.295444,0.780539
76,0.2905,24.972589,0.260335,0.780539
77,0.3016,25.019619,0.278212,0.780539
78,0.3127,25.010788,0.267007,0.780539
79,0.3239,25.012842,0.324628,0.780539
80,0.3350,25.023596,0.345761,0.780539
81,0.3461,24.966166,0.371146,0.780539
82,0.3573,24.991117,0.393884,0.780539
83,0.3684,24.881830,0.397921,0.780539
84,0.3795,24.940321,0.365794,0.780539
85,0.3907,24.867151,0.385309,0.780539
86,0.4018,24.989445,0.398049,0.780539
87,0.4129,24.857483,0.387221,0.780539
88,0.4241,25.060308,0.416130,0.780539
89,0.4352,24.985620,0.422526,0.780539
90,0.4463,24.954237,0.393130,0.780539
91,0.4575,25.026190,0.423273,0.780539
92,0.4686,25.037436,0.412492,0.780539
93,0.4797,24.995863,0.449675,0.780539
94,0.4909,24.976215,0.508402,0.780539
95,0.5020,24.962088,0.476466,0.780539
96,0.5131,25.004761,0.422034,0.780539
97,0.5243,25.018373,0.416297,0.780539
98,0.5354,25.035734,0.507023,0.780539
99,0.5465,25.031504,0.507268,0.780539
100,0.5577,25.041697,0.492053,0.780539
101,0.5688,25.043249,0.542372,0.780539
102,0.5799,24.940022,0.495330,0.780539
103,0.5911,24.926218,0.491546,0.780539
104,0.6022,25.053244,0.448214,0.780539
105,0.6133,24.982946,0.481830,0.780539
106,0.6245,24.930296,0.516260,0.780539
107,0.6356,24.944057,0.530696,0.780539
108,0.6468,25.049263,0.530424,0.780539
109,0.6579,25.144526,0.553309,0.780539
110,0.6690,24.971088,0.544339,0.780539
111,0.6802,25.115173,0.541226,0.780539
112,0.6913,24.951981,0.489596,0.780539
113,0.7024,25.169199,0.559665,0.780539
114,0.7136,24.964783,0.547461,0.780539
115,0.7247,25.009821,0.587740,0.780539
116,0.7358,25.056641,0.578684,0.780539
117,0.7470,24.951704,0.578977,0.780539
118,0.7581,25.055071,0.548664,0.780539
119,0.7692,24.987991,0.559325,0.780539
120,0.7804,24.950323,0.582351,0.780539
121,0.7915,24.963947,0.545899,0.780539
122,0.8026,24.986732,0.580401,0.780539
123,0.8138,24.882202,0.618191,0.780539
124,0.8249,25.008219,0.576298,0.780539
125,0.8360,24.983341,0.619265,0.780539
126,0.8472,25.074507,0.622509,0.780539
127,0.8583,24.945704,0.635318,0.780539
128,0.8694,24.948200,0.653009,0.780539
129,0.8806,24.896360,0.641391,0.780539
130,0.8917,24.958906,0.598835,0.780539
131,0.9028,24.937948,0.641583,0.780539
132,0.9140,24.981293,0.633879,0.780539
133,0.9251,24.927475,0.647650,0.780539
134,0.9362,24.878870,0.639021,0.780539
135,0.9474,24.969900,0.642720,0.780539
136,0.9585,24.965490,0.617239,0.780539
137,0.9696,24.921009,0.624872,0.780539
138,0.9808,24.983152,0.656759,0.780539
139,0.9919,24.934477,0.618676,0.780539
140,1.0030,24.943283,0.661850,0.780539
141,1.0142,24.923761,0.662721,0.780539
142,1.0253,25.019367,0.665397,0.780539
143,1.0364,24.956831,0.634823,0.780539
144,1.0476,24.945652,0.630055,0.780539
145,1.0587,25.018064,0.646896,0.780539
146,1.0698,24.997557,0.622559,0.780539
147,1.0810,24.933926,0.665242,0.780539
148,1.0921,25.014820,0.677241,0.780539
149,1.1032,25.015635,0.670118,0.780539
150,1.1144,25.023771,0.660516,0.780539
151,1.1255,24.942778,0.659344,0.780539
152,1.1366,24.958349,0.689122,0.780539
153,1.1478,24.952085,0.671277,0.780539
154,1.1589,24.902662,0.665312,0.780539
155,1.1700,24.967527,0.658331,0.780539
156,1.1812,24.810219,0.664511,0.780539
157,1.1923,24.907690,0.694557,0.780539
158,1.2034,24.905859,0.659636,0.780539
159,1.2146,24.903975,0.681125,0.780539
160,1.2257,24.880987,0.695459,0.780539
161,1.2368,24.865274,0.658327,0.780539
162,1.2480,24.819778,0.681651,0.780539
163,1.2591,24.919615,0.670831,0.780539
164,1.2702,24.968691,0.670787,0.780539
165,1.2814,24.948896,0.688938,0.780539
166,1.2925,24.957184,0.668304,0.780539
167,1.3036,25.033997,0.680920,0.780539
168,1.3148,25.051935,0.694568,0.780539
169,1.3259,24.980799,0.692952,0.780539
170,1.3370,25.035252,0.698735,0.780539
171,1.3482,25.030903,0.688311,0.780539
172,1.3593,25.041656,0.670116,0.780539
173,1.3704,24.940866,0.705404,0.780539
174,1.3816,24.946127,0.685494,0.780539
175,1.3927,24.967430,0.676135,0.780539
176,1.4038,24.915960,0.704516,0.780539
177,1.4150,24.884445,0.697025,0.780539
178,1.4261,24.820196,0.714016,0.780539
179,1.4372,24.781048,0.711915,0.780539
180,1.4484,24.813498,0.714865,0.780539
181,1.4595,24.801825,0.727633,0.780539
182,1.4706,24.705130,0.722923,0.780539
183,1.4818,24.656185,0.703195,0.780539
184,1.4929,24.714157,0.714536,0.780539
185,1.5040,24.559664,0.733779,0.780539
186,1.5152,24.541109,0.732567,0.780539
187,1.5263,24.556883,0.718658,0.780539
188,1.5374,24.546385,0.725800,0.780539
189,1.5486,24.514542,0.715857,0.780539
190,1.5597,24.491316,0.714818,0.780539
191,1.5708,24.431150,0.713646,0.780539
192,1.5820,24.344717,0.733153,0.780539
193,1.5931,24.339529,0.726271,0.780539
194,1.6042,24.268774,0.717626,0.780539
195,1.6154,24.274033,0.733594,0.780539
196,1.6265,24.244053,0.714802,0.780539
197,1.6376,24.203064,0.723204,0.780539
198,1.6488,24.279728,0.723632,0.780539
199,1.6599,24.431995,0.717361,0.780539
200,1.6710,24.387041,0.721733,0.780539
201,1.6822,24.495142,0.709426,0.780539
202,1.6933,24.549585,0.715246,0.780539
203,1.7044,24.540665,0.711051,0.780539
204,1.7156,24.516256,0.719940,0.780539
205,1.7267,24.574594,0.713359,0.780539
206,1.7378,24.377306,0.725028,0.780539
207,1.7490,24.406050,0.728089,0.780539
208,1.7601,24.470512,0.726480,0.780539
209,1.7712,24.382421,0.717301,0.780539
210,1.7824,24.265451,0.723053,0.780539
211,1.7935,24.280622,0.721123,0.780539
212,1.8046,24.235416,0.723160,0.780539
213,1.8158,24.269361,0.722509,0.780539
214,1.8269,24.166876,0.731522,0.780539
215,1.8380,24.188742,0.724667,0.780539
216,1.8492,24.157387,0.732961,0.780539
217,1.8603,24.161560,0.735300,0.780539
218,1.8714,24.175379,0.738278,0.780539
219,1.8826,24.090984,0.735354,0.780539
220,1.8937,24.005713,0.742313,0.780539
221,1.9049,24.059450,0.735880,0.780539
222,1.9160,24.107195,0.738536,0.780539
223,1.9271,24.007532,0.738130,0.780539
224,1.9383,23.942324,0.736683,0.780539
225,1.9494,23.883356,0.734842,0.780539
226,1.9605,23.917021,0.740700,0.780539
227,1.9717,23.740818,0.733625,0.780539
228,1.9828,23.646376,0.739330,0.780539
229,1.9939,23.709627,0.741638,0.780539
230,2.0051,23.706703,0.731555,0.780539
231,2.0162,23.760401,0.734016,0.780539
232,2.0273,23.553503,0.745068,0.780539
233,2.0385,23.578222,0.734416,0.780539
234,2.0496,23.508047,0.733639,0.780539
235,2.0607,23.653439,0.729486,0.780539
236,2.0719,23.663984,0.734426,0.780539
237,2.0830,23.625446,0.726125,0.780539
238,2.0941,23.647444,0.743523,0.780539
239,2.1053,23.450338,0.748385,0.780539
240,2.1164,23.425728,0.749720,0.780539
241,2.1275,23.341764,0.748434,0.780539
242,2.1387,23.181757,0.748683,0.780539
243,2.1498,23.256861,0.745402,0.780539
244,2.1609,23.136436,0.743497,0.780539
245,2.1721,23.070221,0.746484,0.780539
246,2.1832,23.107109,0.743016,0.780539
247,2.1943,22.949713,0.748699,0.780539
248,2.2055,22.936186,0.744278,0.780539
249,2.2166,22.982428,0.745371,0.780539
250,2.2277,23.027115,0.739860,0.780539
251,2.2389,22.900272,0.743772,0.780539
252,2.2500,22.851294,0.749094,0.780539
253,2.2611,22.863905,0.748296,0.780539
254,2.2723,22.905899,0.744226,0.780539
255,2.2834,22.978661,0.742925,0.780539
256,2.2945,22.804625,0.747366,0.780539
257,2.3057,22.720160,0.747180,0.780539
258,2.3168,22.664682,0.748611,0.780539
259,2.3279,22.635422,0.748534,0.780539
260,2.3391,22.591864,0.747510,0.780539
261,2.3502,22.455307,0.747514,0.780539
262,2.3613,22.372776,0.746097,0.780539
263,2.3725,22.258585,0.749023,0.780539
264,2.3836,22.252787,0.746288,0.780539
265,2.3947,22.222479,0.738441,0.780539
266,2.4059,22.036299,0.748745,0.780539
267,2.4170,22.000555,0.747663,0.780539
268,2.4281,21.974348,0.748057,0.780539
269,2.4393,22.050711,0.744497,0.780539
270,2.4504,21.929529,0.744881,0.780539
271,2.4615,21.761538,0.745960,0.780539
272,2.4727,21.770079,0.744682,0.780539
273,2.4838,21.773197,0.747791,0.780539
274,2.4949,21.720411,0.748593,0.780539
275,2.5061,21.628578,0.748683,0.780539
276,2.5172,21.672449,0.743001,0.780539
277,2.5283,21.486969,0.747475,0.780539
278,2.5395,21.350107,0.748128,0.780539
279,2.5506,21.216177,0.741728,0.780539
280,2.5617,21.246967,0.749793,0.780539
281,2.5729,21.296591,0.749277,0.780539
282,2.5840,21.248941,0.748142,0.780539
283,2.5951,21.293726,0.745126,0.780539
284,2.6063,21.202271,0.747035,0.780539
285,2.6174,21.212311,0.751333,0.780539
286,2.6285,21.283854,0.748528,0.780539
287,2.6397,21.174208,0.748278,0.780539
288,2.6508,20.946966,0.751932,0.780539
289,2.6619,21.055418,0.749532,0.780539
290,2.6731,20.875366,0.752899,0.780539
291,2.6842,20.870968,0.754827,0.780539
292,2.6953,20.782286,0.752068,0.780539
293,2.7065,20.776785,0.752244,0.780539
294,2.7176,20.733206,0.754420,0.780539
295,2.7287,20.705709,0.748924,0.780539
296,2.7399,20.739933,0.749876,0.780539
297,2.7510,20.533792,0.750135,0.780539
298,2.7621,20.551502,0.748725,0.780539
299,2.7733,20.538456,0.750775,0.780539
300,2.7844,20.430481,0.749949,0.780539
301,2.7955,20.496864,0.749386,0.780539
302,2.8067,20.662928,0.751199,0.780539
303,2.8178,20.566078,0.756701,0.780539
304,2.8289,20.618589,0.749658,0.780539
305,2.8401,20.541922,0.754760,0.780539
306,2.8512,20.469425,0.756351,0.780539
307,2.8623,20.357904,0.755415,0.780539
308,2.8735,20.353901,0.751442,0.780539
309,2.8846,20.369734,0.755911,0.780539
310,2.8957,20.334208,0.754771,0.780539
311,2.9069,20.337814,0.754179,0.780539
312,2.9180,20.213385,0.753869,0.780539
313,2.9291,20.174402,0.754174,0.780539
314,2.9403,20.018347,0.750440,0.780539
315,2.9514,20.067022,0.754567,0.780539
316,2.9625,20.003721,0.754875,0.780539
317,2.9737,20.087406,0.754468,0.780539
318,2.9848,19.870771,0.755426,0.780539
319,2.9959,19.907330,0.750495,0.780539
320,3.0071,19.966278,0.754717,0.780539
321,3.0182,19.912724,0.756212,0.780539
322,3.0293,19.911453,0.754583,0.780539
323,3.0405,19.796843,0.756212,0.780539
324,3.0516,19.824457,0.755513,0.780539
325,3.0627,19.694391,0.757060,0.780539
326,3.0739,19.714319,0.752057,0.780539
327,3.0850,19.613022,0.754554,0.780539
328,3.0961,19.563007,0.754634,0.780539
329,3.1073,19.514221,0.755071,0.780539
330,3.1184,19.532080,0.755964,0.780539
331,3.1296,19.478224,0.755964,0.780539
332,3.1407,19.499388,0.755964,0.780539
333,3.1518,19.446465,0.755964,0.780539
334,3.1630,19.281422,0.756021,0.780539
335,3.1741,19.245687,0.756662,0.780539
336,3.1852,19.193380,0.755651,0.780539
337,3.1964,19.098749,0.756856,0.780539
338,3.2075,19.043886,0.755717,0.780539
339,3.2186,19.002888,0.753418,0.780539
340,3.2298,18.914930,0.755635,0.780539
341,3.2409,18.916151,0.755717,0.780539
342,3.2520,18.894960,0.753913,0.780539
343,3.2632,18.797125,0.756210,0.780539
344,3.2743,18.771711,0.753979,0.780539
345,3.2854,18.743080,0.755911,0.780539
346,3.2966,18.832495,0.754421,0.780539
347,3.3077,18.690533,0.753741,0.780539
348,3.3188,18.605360,0.754254,0.780539
349,3.3300,18.561512,0.755911,0.780539
350,3.3411,18.626102,0.753002,0.780539
351,3.3522,18.553129,0.752356,0.780539
352,3.3634,18.427794,0.755265,0.780539
353,3.3745,18.517782,0.755110,0.780539
354,3.3856,18.449766,0.755513,0.780539
355,3.3968,18.345846,0.755128,0.780539
356,3.4079,18.505106,0.754625,0.780539
357,3.4190,18.506758,0.751105,0.780539
358,3.4302,18.402159,0.754771,0.780539
359,3.4413,18.464325,0.755460,0.780539
360,3.4524,18.471806,0.753020,0.780539
361,3.4636,18.522009,0.753284,0.780539
362,3.4747,18.303482,0.754728,0.780539
363,3.4858,18.263496,0.754728,0.780539
364,3.4970,18.095560,0.754112,0.780539
365,3.5081,18.029943,0.755066,0.780539
366,3.5192,18.026814,0.752889,0.780539
367,3.5304,18.056286,0.751394,0.780539
