graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.731126,0.988536,0.988536,11.51
1,0.780539,1.055346,1.055346,11.30
2,0.727990,0.984297,0.984297,11.26
3,0.690916,0.934169,0.934169,11.73
4,0.804156,1.087279,1.087279,11.42
5,0.768004,1.038399,1.038399,12.26
6,0.734395,0.992956,0.992956,11.92
7,0.878196,1.187385,1.187385,11.74
8,0.767498,1.037715,1.037715,12.22
9,0.694922,0.939586,0.939586,12.49
10,0.695293,0.940087,0.940087,11.83
11,0.635020,0.858595,0.858595,12.85
12,0.834705,1.128582,1.128582,12.41
13,0.832698,1.125870,1.125870,12.24
14,0.687947,0.930156,0.930156,11.76
15,0.721440,0.975441,0.975441,11.83
16,1.023748,1.384183,1.384183,12.10
17,0.849626,1.148758,1.148758,11.94
18,0.638688,0.863553,0.863553,11.87
19,0.706166,0.954789,0.954789,11.90
20,0.711988,0.962661,0.962661,12.28
21,0.639891,0.865180,0.865180,8.68
22,0.754367,1.019960,1.019960,10.14
23,0.759896,1.027436,1.027436,11.49
24,0.678546,0.917444,0.917444,8.23
25,0.753252,1.018452,1.018452,8.95
26,0.888619,1.201479,1.201479,8.45
27,0.688001,0.930228,0.930228,8.16
28,0.560996,0.758508,0.758508,7.98
29,0.854600,1.155483,1.155483,8.04
30,0.640168,0.865554,0.865554,7.83
31,0.879634,1.189330,1.189330,7.96
32,0.657772,0.889357,0.889357,8.75
33,0.860347,1.163253,1.163253,11.46
34,0.852133,1.152147,1.152147,8.61
35,0.793723,1.073172,1.073172,8.47
36,0.662979,0.896397,0.896397,7.79
37,0.625616,0.845879,0.845879,8.02
38,0.754923,1.020712,1.020712,8.08
39,0.855701,1.156971,1.156971,8.04
40,0.750225,1.014359,1.014359,8.12
41,0.620049,0.838352,0.838352,8.09
42,0.707359,0.956402,0.956402,7.99
43,0.711284,0.961708,0.961708,8.15
44,0.600209,0.811527,0.811527,7.91
45,0.818610,1.106821,1.106821,7.83
46,0.699451,0.945709,0.945709,7.90
47,0.559525,0.756519,0.756519,7.86
48,0.536024,0.724744,0.724744,8.06
49,0.901262,1.218574,1.218574,8.13
