graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.722222,0.948919,0.906555,7.88
1,0.833333,1.094906,1.046025,7.96
2,0.888889,1.167900,1.115760,8.73
3,0.833333,1.094906,1.046025,8.39
4,0.833333,1.094906,1.046025,8.51
5,0.777778,1.021913,0.976290,8.74
6,0.833333,1.094906,1.046025,8.99
7,0.722222,0.948919,0.906555,8.76
8,0.888889,1.167900,1.115760,8.73
9,0.833333,1.094906,1.046025,8.31
10,0.666667,0.875925,0.836820,7.95
11,0.666667,0.875925,0.836820,8.06
12,0.666667,0.875925,0.836820,8.07
13,0.777778,1.021913,0.976290,8.76
14,0.833333,1.094906,1.046025,9.31
15,0.777778,1.021913,0.976290,9.19
16,0.888889,1.167900,1.115760,9.73
17,0.833333,1.094906,1.046025,10.12
18,0.833333,1.094906,1.046025,10.11
19,0.777778,1.021913,0.976290,10.56
20,0.888889,1.167900,1.115760,10.83
21,0.777778,1.021913,0.976290,8.36
22,0.777778,1.021913,0.976290,9.35
23,0.833333,1.094906,1.046025,9.36
24,0.833333,1.094906,1.046025,9.60
25,0.833333,1.094906,1.046025,9.75
26,0.833333,1.094906,1.046025,9.57
27,0.833333,1.094906,1.046025,9.53
28,0.833333,1.094906,1.046025,9.51
29,0.666667,0.875925,0.836820,9.50
30,0.777778,1.021913,0.976290,9.59
31,0.833333,1.094906,1.046025,9.52
32,0.722222,0.948919,0.906555,9.66
33,0.666667,0.875925,0.836820,9.40
34,0.777778,1.021913,0.976290,9.46
35,0.777778,1.021913,0.976290,9.46
36,0.833333,1.094906,1.046025,9.97
37,0.777778,1.021913,0.976290,15.77
38,0.833333,1.094906,1.046025,13.79
39,0.777778,1.021913,0.976290,14.12
40,0.777778,1.021913,0.976290,13.30
41,0.777778,1.021913,0.976290,10.37
42,0.833333,1.094906,1.046025,11.79
43,0.777778,1.021913,0.976290,12.28
44,0.833333,1.094906,1.046025,9.51
45,0.833333,1.094906,1.046025,9.19
46,0.833333,1.094906,1.046025,9.07
47,0.888889,1.167900,1.115760,9.57
48,0.722222,0.948919,0.906555,8.43
49,0.777778,1.021913,0.976290,8.71
