graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.803009,1.040617,1.073471,15.03
1,0.703041,0.911070,0.939834,14.71
2,0.790917,1.024948,1.057307,15.43
3,0.837680,1.085548,1.119820,15.73
4,0.716216,0.928143,0.957446,15.28
5,0.744523,0.964826,0.995287,14.94
6,0.760973,0.986143,1.017277,15.27
7,0.677277,0.877682,0.905392,14.88
8,0.728797,0.944447,0.974265,16.19
9,0.827323,1.072127,1.105975,15.30
10,0.727350,0.942571,0.972330,15.33
11,0.733898,0.951057,0.981084,14.86
12,0.702329,0.910147,0.938882,15.99
13,0.692651,0.897605,0.925944,15.57
14,0.692495,0.897404,0.925736,15.54
15,0.732826,0.949668,0.979650,14.62
16,0.842173,1.091371,1.125827,15.63
17,0.700682,0.908013,0.936680,15.01
18,0.759352,0.984043,1.015111,15.55
19,0.912653,1.182705,1.220045,14.70
20,0.865427,1.121505,1.156913,15.34
21,0.744024,0.964180,0.994620,14.67
22,0.792551,1.027065,1.059491,15.52
23,0.761689,0.987071,1.018234,2058.03
24,0.803631,1.041424,1.074303,14.54
25,0.733244,0.950210,0.980210,15.61
26,0.820762,1.063624,1.097205,14.76
27,0.911081,1.180669,1.217944,17.79
28,0.722572,0.936380,0.965943,16.97
29,0.818799,1.061080,1.094579,15.59
30,0.762307,0.987872,1.019060,14.50
31,0.790513,1.024425,1.056767,15.42
32,0.782315,1.013801,1.045808,14.45
33,0.850322,1.101930,1.136720,15.51
34,0.726931,0.942029,0.971770,14.48
35,0.670082,0.868358,0.895774,15.28
36,0.705460,0.914204,0.943067,15.13
37,0.709734,0.919743,0.948781,54.29
38,0.692695,0.897662,0.926003,13.30
39,0.786101,1.018707,1.050869,12.77
40,0.748668,0.970198,1.000829,12.82
41,0.691528,0.896150,0.924442,12.96
42,0.838970,1.087220,1.121545,12.61
43,0.787093,1.019992,1.052195,12.91
44,0.865343,1.121396,1.156800,12.86
45,0.766398,0.993173,1.024529,12.90
46,0.724254,0.938559,0.968191,12.87
47,0.742966,0.962809,0.993206,12.96
48,0.814656,1.055711,1.089041,12.78
49,0.743573,0.963595,0.994017,12.56
