graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,1.000000,1.014585,1.021711,18.40
1,1.000000,1.014585,1.021711,15.79
2,1.000000,1.014585,1.021711,16.28
3,1.000000,1.014585,1.021711,16.62
4,1.000000,1.014585,1.021711,16.00
5,1.000000,1.014585,1.021711,18.25
6,1.000000,1.014585,1.021711,19.95
7,1.000000,1.014585,1.021711,17.03
8,1.000000,1.014585,1.021711,17.51
9,1.000000,1.014585,1.021711,17.66
10,1.000000,1.014585,1.021711,17.21
11,1.000000,1.014585,1.021711,19.60
12,1.000000,1.014585,1.021711,17.53
13,1.000000,1.014585,1.021711,17.07
14,1.000000,1.014585,1.021711,19.39
15,1.000000,1.014585,1.021711,19.82
16,1.000000,1.014585,1.021711,17.42
17,1.000000,1.014585,1.021711,16.24
18,1.000000,1.014585,1.021711,17.90
19,1.000000,1.014585,1.021711,20.20
20,1.000000,1.014585,1.021711,17.42
21,1.000000,1.014585,1.021711,17.78
22,1.000000,1.014585,1.021711,16.51
23,1.000000,1.014585,1.021711,18.64
24,1.000000,1.014585,1.021711,19.63
25,1.000000,1.014585,1.021711,17.13
26,1.000000,1.014585,1.021711,15.87
27,1.000000,1.014585,1.021711,16.78
28,1.000000,1.014585,1.021711,18.13
29,1.000000,1.014585,1.021711,17.28
30,1.000000,1.014585,1.021711,17.39
31,1.000000,1.014585,1.021711,17.30
32,1.000000,1.014585,1.021711,17.53
33,1.000000,1.014585,1.021711,15.89
34,1.000000,1.014585,1.021711,17.44
35,1.000000,1.014585,1.021711,18.45
36,1.000000,1.014585,1.021711,16.63
37,1.000000,1.014585,1.021711,17.62
38,1.000000,1.014585,1.021711,16.59
39,1.000000,1.014585,1.021711,15.95
40,1.000000,1.014585,1.021711,16.54
41,1.000000,1.014585,1.021711,20.98
42,1.000000,1.014585,1.021711,15.66
43,1.000000,1.014585,1.021711,25.86
44,1.000000,1.014585,1.021711,27.06
45,1.000000,1.014585,1.021711,33.13
46,1.000000,1.014585,1.021711,28.04
47,1.000000,1.014585,1.021711,25.82
48,1.000000,1.014585,1.021711,18.25
49,1.000000,1.014585,1.021711,18.90
