graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.792412,1.0,1.025471,435.13
1,0.788554,1.0,1.020478,463.8
2,0.78986,1.0,1.022168,479.93
3,0.802253,1.0,1.038206,441.17
4,0.746854,1.0,0.966513,500.79
5,0.814144,1.0,1.053594,453.08
6,0.785101,1.0,1.016009,473.86
7,0.777257,1.0,1.005858,446.43
8,0.741393,1.0,0.959446,496.56
9,0.786547,1.0,1.01788,469.11
10,0.808585,1.0,1.046401,510.56
11,0.798113,1.0,1.032848,489.34
12,0.798939,1.0,1.033918,481.44
13,0.784526,1.0,1.015266,440.03
14,0.792399,1.0,1.025454,464.04
15,0.762804,1.0,0.987154,454.78
16,0.793976,1.0,1.027495,462.71
17,0.780228,1.0,1.009703,465.51
18,0.762314,1.0,0.98652,441.29
19,0.815446,1.0,1.055279,458.48
20,0.749587,1.0,0.97005,459.87
21,0.808932,1.0,1.046849,438.76
22,0.810709,1.0,1.049149,480.59
23,0.779206,1.0,1.008381,467.24
24,0.82324,1.0,1.065365,480.89
25,0.77861,1.0,1.007609,473.36
26,0.776834,1.0,1.005311,422.51
27,0.760178,1.0,0.983756,442.85
28,0.793872,1.0,1.02736,500.3
29,0.76701,1.0,0.992598,480.24
30,0.771732,1.0,0.998708,424.63
31,0.792263,1.0,1.025277,472.96
32,0.793446,1.0,1.026809,442.88
33,0.829615,1.0,1.073616,413.66
34,0.82043,1.0,1.06173,500.39
35,0.809687,1.0,1.047826,463.84
36,0.789968,1.0,1.022308,467.11
37,0.78269,1.0,1.012889,433.06
38,0.793359,1.0,1.026696,435.46
39,0.778385,1.0,1.007318,425.33
40,0.774296,1.0,1.002027,494.84
41,0.791883,1.0,1.024787,424.13
42,0.76928,1.0,0.995535,499.46
43,0.771017,1.0,0.997783,439.3
44,0.821104,1.0,1.062602,433.73
45,0.755108,1.0,0.977196,460.82
46,0.764717,1.0,0.98963,446.29
47,0.830105,1.0,1.07425,464.35
48,0.783025,1.0,1.013323,441.83
49,0.83301,1.0,1.078009,454.86
