graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.731875,0.952176,0.996289,47.22
1,0.767837,0.998962,1.045243,46.73
2,0.737359,0.959310,1.003753,49.26
3,0.746570,0.971294,1.016293,48.75
4,0.748961,0.974405,1.019548,62.05
5,0.766992,0.997862,1.044092,47.83
6,0.750670,0.976627,1.021873,45.88
7,0.768818,1.000238,1.046578,47.07
8,0.724679,0.942813,0.986492,47.85
9,0.778787,1.013208,1.060148,50.94
10,0.779819,1.014551,1.061554,53.19
11,0.733049,0.953702,0.997886,80.42
12,0.756912,0.984749,1.030371,52.29
13,0.722620,0.940134,0.983689,47.60
14,0.763437,0.993238,1.039253,46.60
15,0.767276,0.998232,1.044478,75.90
16,0.794777,1.034011,1.081915,46.56
17,0.737954,0.960084,1.004564,45.32
18,0.708057,0.921189,0.963866,46.65
19,0.793591,1.032469,1.080302,80.75
20,0.735451,0.956828,1.001157,82.35
21,0.750845,0.976855,1.022111,82.83
22,0.708402,0.921637,0.964335,81.37
23,0.731889,0.952194,0.996308,81.95
24,0.740494,0.963388,1.008021,78.56
25,0.784636,1.020817,1.068110,77.98
26,0.791974,1.030364,1.078099,78.15
27,0.741078,0.964148,1.008816,77.65
28,0.723790,0.941657,0.985283,77.94
29,0.775371,1.008764,1.055498,79.72
30,0.800117,1.040959,1.089186,78.48
31,0.742087,0.965462,1.010190,78.09
32,0.719266,0.935771,0.979124,77.22
33,0.725332,0.943663,0.987382,78.15
34,0.778023,1.012214,1.059108,78.20
35,0.757025,0.984896,1.030525,79.41
36,0.745736,0.970208,1.015157,82.55
37,0.757694,0.985767,1.031436,74.50
38,0.706947,0.919744,0.962355,66.13
39,0.709303,0.922808,0.965561,84.19
40,0.812892,1.057578,1.106575,81.92
41,0.720654,0.937576,0.981013,79.86
42,0.726076,0.944630,0.988394,77.44
43,0.782075,1.017486,1.064625,79.41
44,0.763150,0.992864,1.038862,78.69
45,0.749770,0.975456,1.020648,79.59
46,0.718187,0.934368,0.977656,80.07
47,0.716617,0.932324,0.975518,79.26
48,0.767744,0.998841,1.045116,78.46
49,0.795988,1.035587,1.083564,78.88
