graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.729587,1.0,1.032561,383.04
1,0.719711,1.0,1.018584,382.58
2,0.707566,1.0,1.001396,428.61
3,0.723812,1.0,1.024387,408.53
4,0.729316,1.0,1.032177,375.36
5,0.727035,1.0,1.028949,401.34
6,0.716685,1.0,1.014302,392.51
7,0.721571,1.0,1.021217,397.84
8,0.717532,1.0,1.0155,392.88
9,0.715664,1.0,1.012857,413.41
10,0.727234,1.0,1.029232,396.94
11,0.713198,1.0,1.009367,388.99
12,0.715178,1.0,1.012169,410.53
13,0.713808,1.0,1.010229,394.75
14,0.71129,1.0,1.006666,392.57
15,0.72196,1.0,1.021767,396.33
16,0.728578,1.0,1.031133,388.37
17,0.7198,1.0,1.01871,390.38
18,0.711189,1.0,1.006523,378.75
19,0.726482,1.0,1.028166,375.54
20,0.731996,1.0,1.03597,370.72
21,0.716793,1.0,1.014453,363.04
22,0.717886,1.0,1.016001,373.04
23,0.724368,1.0,1.025174,386.8
24,0.73158,1.0,1.035381,392.21
25,0.717617,1.0,1.01562,384.91
26,0.712319,1.0,1.008122,344.24
27,0.725122,1.0,1.026242,420.92
28,0.726215,1.0,1.027789,411.4
29,0.721046,1.0,1.020473,398.9
30,0.717367,1.0,1.015266,427.42
31,0.727489,1.0,1.029591,371.13
32,0.724448,1.0,1.025288,427.03
33,0.715996,1.0,1.013326,371.37
34,0.721326,1.0,1.020869,394.86
35,0.712193,1.0,1.007944,365.35
36,0.725477,1.0,1.026745,390.49
37,0.719296,1.0,1.017997,397.73
38,0.718165,1.0,1.016396,387.18
39,0.720791,1.0,1.020113,404.13
40,0.721269,1.0,1.020788,392.13
41,0.72684,1.0,1.028674,380.01
42,0.724859,1.0,1.02587,379.14
43,0.719986,1.0,1.018973,406.02
44,0.725985,1.0,1.027463,377.45
45,0.723618,1.0,1.024114,408.06
46,0.718224,1.0,1.01648,414.06
47,0.720193,1.0,1.019266,357.64
48,0.720039,1.0,1.019049,412.3
49,0.7243,1.0,1.025078,430.4
