graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.928889,1.128525,1.004856,1276.72
1,0.931111,1.131225,1.007260,374.21
2,0.924444,1.123125,1.000048,187.80
3,0.942222,1.144724,1.019280,221.87
4,0.926667,1.125825,1.002452,242.60
5,0.926667,1.125825,1.002452,275.84
6,0.935556,1.136624,1.012068,276.55
7,0.926667,1.125825,1.002452,196.58
8,0.933333,1.133925,1.009664,195.14
9,0.933333,1.133925,1.009664,190.40
10,0.935556,1.136624,1.012068,191.04
11,0.935556,1.136624,1.012068,201.14
12,0.928889,1.128525,1.004856,195.88
13,0.926667,1.125825,1.002452,192.05
14,0.940000,1.142024,1.016876,193.33
15,0.931111,1.131225,1.007260,194.64
16,0.937778,1.139324,1.014472,192.38
17,0.935556,1.136624,1.012068,195.10
18,0.935556,1.136624,1.012068,195.12
19,0.931111,1.131225,1.007260,195.37
20,0.931111,1.131225,1.007260,197.34
21,0.935556,1.136624,1.012068,195.01
22,0.942222,1.144724,1.019280,193.83
23,0.926667,1.125825,1.002452,193.98
24,0.931111,1.131225,1.007260,198.22
25,0.940000,1.142024,1.016876,194.94
26,0.933333,1.133925,1.009664,194.65
27,0.935556,1.136624,1.012068,195.26
28,0.935556,1.136624,1.012068,196.48
29,0.931111,1.131225,1.007260,194.98
30,0.937778,1.139324,1.014472,191.45
31,0.926667,1.125825,1.002452,198.97
32,0.937778,1.139324,1.014472,193.45
33,0.942222,1.144724,1.019280,192.10
34,0.937778,1.139324,1.014472,192.33
35,0.935556,1.136624,1.012068,192.20
36,0.931111,1.131225,1.007260,192.52
37,0.926667,1.125825,1.002452,187.48
38,0.937778,1.139324,1.014472,569.12
39,0.928889,1.128525,1.004856,2091.64
40,0.931111,1.131225,1.007260,315.73
41,0.928889,1.128525,1.004856,201.81
42,0.931111,1.131225,1.007260,190.42
43,0.935556,1.136624,1.012068,146.08
44,0.940000,1.142024,1.016876,100.80
45,0.944444,1.147424,1.021684,120.92
46,0.937778,1.139324,1.014472,180.21
47,0.933333,1.133925,1.009664,110.08
48,0.935556,1.136624,1.012068,107.18
49,0.937778,1.139324,1.014472,116.41
