step,beta,loss,buf_mean_E,buf_best_E
0,0.0010,49.894329,0.047720,0.517011
1,0.0010,50.094280,-0.012371,0.756441
2,0.0010,49.995983,0.053394,0.756441
3,0.0010,50.092186,0.042257,0.756441
4,0.0010,50.107288,-0.038320,0.756441
5,0.0010,50.036720,-0.030820,0.756441
6,0.0010,49.975689,-0.015664,0.756441
7,0.0010,50.108822,0.004473,0.756441
8,0.0010,49.931469,-0.004887,0.756441
9,0.0010,50.022007,0.036743,0.756441
10,0.0010,50.147095,-0.067716,0.756441
11,0.0010,50.026440,-0.016298,0.756441
12,0.0010,50.041389,-0.026125,0.756441
13,0.0010,50.241314,0.019371,0.756441
14,0.0010,49.820286,-0.029886,0.756441
15,0.0010,50.131092,-0.057397,0.756441
16,0.0010,50.037903,0.003578,0.756441
17,0.0010,50.049641,0.025183,0.756441
18,0.0010,50.133892,0.034306,0.756441
19,0.0010,50.031586,-0.052254,0.756441
20,0.0010,50.139004,0.003816,0.756441
21,0.0010,49.944599,-0.040126,0.756441
22,0.0010,50.300381,-0.041321,0.756441
23,0.0010,50.005459,0.014194,0.756441
24,0.0010,50.048546,-0.007383,0.756441
25,0.0010,50.112019,-0.022869,0.756441
26,0.0010,50.198513,0.016340,0.756441
27,0.0010,49.960857,0.000598,0.756441
28,0.0010,50.032063,0.001445,0.756441
29,0.0010,49.918594,-0.020673,0.756441
30,0.0010,50.177044,0.079377,0.756441
31,0.0010,50.012691,0.012285,0.756441
32,0.0010,50.264091,0.017687,0.756441
33,0.0010,49.974007,-0.045576,0.756441
34,0.0010,49.915047,0.061595,0.756441
35,0.0010,50.004131,-0.026909,0.756441
36,0.0010,50.122650,0.030955,0.756441
37,0.0010,50.100899,-0.004137,0.756441
38,0.0010,50.078796,-0.022672,0.756441
39,0.0010,49.960262,0.043260,0.756441
40,0.0010,49.830116,-0.024223,0.756441
41,0.0010,49.977070,0.002611,0.756441
42,0.0010,49.973492,-0.004995,0.756441
43,0.0010,50.026066,0.012313,0.756441
44,0.0010,49.886894,0.006219,0.756441
45,0.0010,50.097610,0.031096,0.756441
46,0.0010,50.172852,-0.040799,0.756441
47,0.0010,50.146523,0.062216,0.756441
48,0.0010,49.907394,-0.014979,0.756441
49,0.0010,50.383743,-0.018790,0.756441
