graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.830464,1.037602,1.054545,100.80
1,0.781490,0.976412,0.992356,103.75
2,0.812434,1.015075,1.031650,99.24
3,0.817670,1.021617,1.038299,100.52
4,0.807353,1.008727,1.025198,103.63
5,0.835430,1.043806,1.060851,101.68
6,0.796745,0.995473,1.011728,101.14
7,0.847576,1.058982,1.076274,102.68
8,0.818030,1.022066,1.038756,101.65
9,0.827067,1.033358,1.050231,100.47
10,0.754855,0.943134,0.958534,102.74
11,0.809376,1.011254,1.027767,105.05
12,0.807195,1.008529,1.024998,102.52
13,0.772336,0.964975,0.980732,102.01
14,0.808467,1.010118,1.026612,104.51
15,0.813646,1.016589,1.033189,103.17
16,0.809112,1.010924,1.027432,108.24
17,0.806710,1.007923,1.024381,103.60
18,0.734434,0.917620,0.932604,104.22
19,0.836402,1.045021,1.062085,102.93
20,0.795670,0.994130,1.010363,102.08
21,0.761959,0.952010,0.967555,101.19
22,0.691672,0.864192,0.878303,101.73
23,0.791078,0.988392,1.004532,102.98
24,0.791999,0.989543,1.005701,103.86
25,0.797844,0.996846,1.013123,105.81
26,0.779238,0.973599,0.989496,102.50
27,0.728964,0.910785,0.925658,103.31
28,0.864486,1.080110,1.097747,103.30
29,0.828774,1.035491,1.052399,103.61
30,0.809847,1.011842,1.028365,103.63
31,0.737421,0.921352,0.936397,102.85
32,0.803344,1.003717,1.020107,103.76
33,0.776447,0.970111,0.985952,104.32
34,0.793291,0.991157,1.007342,107.83
35,0.797476,0.996385,1.012655,104.74
36,0.793322,0.991196,1.007381,102.14
37,0.820796,1.025523,1.042268,103.07
38,0.808193,1.009776,1.026265,102.75
39,0.771241,0.963608,0.979342,103.60
40,0.683620,0.854131,0.868078,104.05
41,0.792274,0.989887,1.006050,103.04
42,0.777273,0.971144,0.987002,104.50
43,0.782345,0.977481,0.993442,106.44
44,0.862240,1.077303,1.094894,105.49
45,0.831827,1.039305,1.056275,105.21
46,0.746797,0.933067,0.948303,103.89
47,0.808280,1.009884,1.026375,103.29
48,0.838366,1.047475,1.064579,103.42
49,0.820941,1.025703,1.042452,104.84
