graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,1.000000,1.017915,1.020408,40.64
1,1.000000,1.017915,1.020408,41.17
2,1.000000,1.017915,1.020408,41.23
3,1.000000,1.017915,1.020408,40.85
4,1.000000,1.017915,1.020408,39.80
5,1.000000,1.017915,1.020408,40.48
6,1.000000,1.017915,1.020408,40.65
7,1.000000,1.017915,1.020408,41.37
8,1.000000,1.017915,1.020408,40.58
9,1.000000,1.017915,1.020408,40.28
10,1.000000,1.017915,1.020408,40.55
11,1.000000,1.017915,1.020408,40.17
12,1.000000,1.017915,1.020408,40.53
13,1.000000,1.017915,1.020408,41.70
14,1.000000,1.017915,1.020408,41.99
15,0.980000,0.997557,1.000000,40.69
16,1.000000,1.017915,1.020408,40.18
17,1.000000,1.017915,1.020408,40.73
18,1.000000,1.017915,1.020408,40.28
19,1.000000,1.017915,1.020408,41.39
20,1.000000,1.017915,1.020408,41.95
21,1.000000,1.017915,1.020408,40.42
22,1.000000,1.017915,1.020408,40.65
23,1.000000,1.017915,1.020408,41.19
24,1.000000,1.017915,1.020408,42.18
25,1.000000,1.017915,1.020408,41.58
26,1.000000,1.017915,1.020408,40.31
27,1.000000,1.017915,1.020408,40.24
28,1.000000,1.017915,1.020408,41.09
29,1.000000,1.017915,1.020408,41.38
30,1.000000,1.017915,1.020408,41.27
31,1.000000,1.017915,1.020408,40.95
32,1.000000,1.017915,1.020408,40.95
33,1.000000,1.017915,1.020408,41.98
34,1.000000,1.017915,1.020408,39.58
35,1.000000,1.017915,1.020408,41.08
36,1.000000,1.017915,1.020408,41.30
37,1.000000,1.017915,1.020408,41.16
38,1.000000,1.017915,1.020408,40.06
39,1.000000,1.017915,1.020408,40.19
40,1.000000,1.017915,1.020408,41.22
41,1.000000,1.017915,1.020408,41.24
42,1.000000,1.017915,1.020408,40.91
43,1.000000,1.017915,1.020408,41.07
44,1.000000,1.017915,1.020408,41.39
45,1.000000,1.017915,1.020408,42.11
46,1.000000,1.017915,1.020408,40.56
47,1.000000,1.017915,1.020408,40.03
48,1.000000,1.017915,1.020408,40.12
49,1.000000,1.017915,1.020408,40.94
