graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,1.000000,1.000000,1.000000,7.49
1,1.000000,1.000000,1.000000,7.24
2,1.000000,1.000000,1.000000,7.26
3,1.000000,1.000000,1.000000,7.43
4,1.000000,1.000000,1.000000,7.39
5,1.000000,1.000000,1.000000,8.32
6,1.000000,1.000000,1.000000,10.87
7,1.000000,1.000000,1.000000,11.23
8,1.000000,1.000000,1.000000,10.93
9,1.000000,1.000000,1.000000,10.93
10,1.000000,1.000000,1.000000,11.17
11,1.000000,1.000000,1.000000,11.18
12,1.000000,1.000000,1.000000,8.52
13,1.000000,1.000000,1.000000,7.35
14,1.000000,1.000000,1.000000,7.40
15,1.000000,1.000000,1.000000,8.01
16,1.000000,1.000000,1.000000,7.81
17,1.000000,1.000000,1.000000,7.45
18,1.000000,1.000000,1.000000,7.28
19,1.000000,1.000000,1.000000,7.96
20,1.000000,1.000000,1.000000,11.38
21,1.000000,1.000000,1.000000,11.18
22,1.000000,1.000000,1.000000,11.29
23,1.000000,1.000000,1.000000,11.19
24,1.000000,1.000000,1.000000,11.17
25,1.000000,1.000000,1.000000,11.19
26,1.000000,1.000000,1.000000,10.94
27,1.000000,1.000000,1.000000,10.99
28,1.000000,1.000000,1.000000,9.44
29,1.000000,1.000000,1.000000,7.45
30,1.000000,1.000000,1.000000,7.37
31,1.000000,1.000000,1.000000,10.09
32,1.000000,1.000000,1.000000,11.13
33,1.000000,1.000000,1.000000,10.79
34,1.000000,1.000000,1.000000,10.87
35,1.000000,1.000000,1.000000,10.86
36,1.000000,1.000000,1.000000,10.91
37,1.000000,1.000000,1.000000,11.25
38,1.000000,1.000000,1.000000,11.31
39,1.000000,1.000000,1.000000,11.02
40,1.000000,1.000000,1.000000,11.09
41,1.000000,1.000000,1.000000,11.70
42,1.000000,1.000000,1.000000,11.41
43,1.000000,1.000000,1.000000,11.28
44,1.000000,1.000000,1.000000,11.15
45,1.000000,1.000000,1.000000,11.17
46,1.000000,1.000000,1.000000,11.19
47,1.000000,1.000000,1.000000,11.46
48,1.000000,1.000000,1.000000,9.76
49,1.000000,1.000000,1.000000,7.23
