graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.927407,1.0,1.014074,466.66
1,0.923232,1.0,1.009509,423.67
2,0.92339,1.0,1.009682,383.87
3,0.935542,1.0,1.022969,430.62
4,0.930401,1.0,1.017347,413.06
5,0.93084,1.0,1.017828,424.35
6,0.930423,1.0,1.017371,412.16
7,0.931958,1.0,1.01905,400.08
8,0.926193,1.0,1.012747,476.07
9,0.934378,1.0,1.021697,420.23
10,0.925156,1.0,1.011613,465.83
11,0.928693,1.0,1.01548,430.28
12,0.938063,1.0,1.025725,410.5
13,0.934697,1.0,1.022045,446.17
14,0.936338,1.0,1.02384,426.59
15,0.944107,1.0,1.032334,430.59
16,0.932385,1.0,1.019517,438.25
17,0.932816,1.0,1.019988,417.43
18,0.9313,1.0,1.01833,399.83
19,0.93035,1.0,1.017292,433.98
20,0.927342,1.0,1.014003,456.07
21,0.933148,1.0,1.020351,415.49
22,0.934585,1.0,1.021922,438.45
23,0.93488,1.0,1.022246,467.85
24,0.933043,1.0,1.020237,433.15
25,0.937614,1.0,1.025235,436.97
26,0.932858,1.0,1.020034,436.3
27,0.930531,1.0,1.01749,420.26
28,0.927785,1.0,1.014487,413.49
29,0.924487,1.0,1.01088,413.58
30,0.940447,1.0,1.028333,443.11
31,0.928994,1.0,1.015809,451.59
32,0.927792,1.0,1.014495,452.61
33,0.930487,1.0,1.017442,426.86
34,0.931225,1.0,1.018249,458.88
35,0.941392,1.0,1.029366,441.79
36,0.930961,1.0,1.01796,436.64
37,0.946668,1.0,1.035135,362.45
38,0.93304,1.0,1.020233,417.32
39,0.943612,1.0,1.031793,402.01
40,0.937443,1.0,1.025048,448.74
41,0.934617,1.0,1.021957,437.17
42,0.94107,1.0,1.029014,411.78
43,0.938654,1.0,1.026372,441.72
44,0.936068,1.0,1.023544,404.13
45,0.944993,1.0,1.033304,412.39
46,0.930058,1.0,1.016973,419.65
47,0.927425,1.0,1.014094,446.85
48,0.929115,1.0,1.015942,465.54
49,0.941995,1.0,1.030025,422.35
