graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.694509,1.035119,1.076733,16.04
1,0.670303,0.999042,1.039206,16.92
2,0.677704,1.010073,1.050681,14.92
3,0.665123,0.991321,1.031175,14.71
4,0.687668,1.024923,1.066128,14.76
5,0.690474,1.029106,1.070479,14.54
6,0.643154,0.958579,0.997117,14.85
7,0.630878,0.940283,0.978084,14.19
8,0.676854,1.008806,1.049362,14.40
9,0.682672,1.017478,1.058383,14.45
10,0.682289,1.016907,1.057789,13.79
11,0.666323,0.993111,1.033036,14.12
12,0.635506,0.947179,0.985258,13.38
13,0.678247,1.010882,1.051523,13.43
14,0.656702,0.978770,1.018119,15.41
15,0.668485,0.996333,1.036388,13.18
16,0.710831,1.059447,1.102039,14.36
17,0.660994,0.985167,1.024773,13.63
18,0.568571,0.847417,0.881485,12.57
19,0.625790,0.932698,0.970195,13.55
20,0.666650,0.993598,1.033543,21.81
21,0.706835,1.053490,1.095843,25.08
22,0.711578,1.060560,1.103198,26.04
23,0.643978,0.959807,0.998394,25.21
24,0.641053,0.955447,0.993858,24.19
25,0.680584,1.014365,1.055145,24.72
26,0.708385,1.055801,1.098247,16.68
27,0.705703,1.051803,1.094088,14.89
28,0.686241,1.022797,1.063916,15.84
29,0.651679,0.971284,1.010333,16.47
30,0.710678,1.059219,1.101802,20.55
31,0.632580,0.942819,0.980723,17.36
32,0.708494,1.055963,1.098415,16.06
33,0.656034,0.977775,1.017084,18.29
34,0.623966,0.929979,0.967367,19.01
35,0.596372,0.888853,0.924587,23.87
36,0.672815,1.002786,1.043100,30.13
37,0.611736,0.911751,0.948406,19.78
38,0.711712,1.060759,1.103405,17.21
39,0.642936,0.958253,0.996777,14.41
40,0.635249,0.946797,0.984861,15.92
41,0.639644,0.953347,0.991675,14.06
42,0.703480,1.048490,1.090642,14.92
43,0.701102,1.044946,1.086955,17.28
44,0.731469,1.090207,1.134036,13.29
45,0.556445,0.829344,0.862686,13.11
46,0.669639,0.998053,1.038177,13.61
47,0.660690,0.984714,1.024302,13.23
48,0.740335,1.103419,1.147780,12.89
49,0.616307,0.918565,0.955493,12.59
