graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.661697,1.0,1.036857,391.65
1,0.652468,1.0,1.022395,377.98
2,0.663892,1.0,1.040296,372.36
3,0.676616,1.0,1.060233,397.19
4,0.651074,1.0,1.02021,405.27
5,0.651074,1.0,1.020211,403.35
6,0.677432,1.0,1.061513,369.23
7,0.665633,1.0,1.043023,379.44
8,0.647653,1.0,1.014851,391.78
9,0.662364,1.0,1.037902,404.2
10,0.647741,1.0,1.014989,376.17
11,0.647708,1.0,1.014936,381.82
12,0.657994,1.0,1.031055,364.08
13,0.626667,1.0,0.981965,362.35
14,0.629405,1.0,0.986256,401.06
15,0.646304,1.0,1.012737,411.53
16,0.639755,1.0,1.002475,384.01
17,0.659045,1.0,1.032701,404.74
18,0.641279,1.0,1.004862,392.37
19,0.633949,1.0,0.993376,372.97
20,0.675781,1.0,1.058926,392.36
21,0.651196,1.0,1.020401,415.04
22,0.655459,1.0,1.027082,384.71
23,0.633768,1.0,0.993093,415.55
24,0.646564,1.0,1.013144,334.92
25,0.65609,1.0,1.02807,401.24
26,0.637747,1.0,0.999328,387.08
27,0.659938,1.0,1.034101,379.64
28,0.645747,1.0,1.011863,387.17
29,0.650237,1.0,1.0189,347.1
30,0.645731,1.0,1.011839,381.17
31,0.681401,1.0,1.067733,392.28
32,0.654281,1.0,1.025236,413.88
33,0.639103,1.0,1.001452,375.41
34,0.666434,1.0,1.044279,369.82
35,0.636732,1.0,0.997737,375.73
36,0.657513,1.0,1.030301,403.04
37,0.625992,1.0,0.980909,391.74
38,0.635171,1.0,0.995292,375.19
39,0.657339,1.0,1.030028,395.29
40,0.665211,1.0,1.042364,387.27
41,0.656968,1.0,1.029447,404.07
42,0.652796,1.0,1.02291,371.87
43,0.650101,1.0,1.018686,379.09
44,0.632986,1.0,0.991868,377.84
45,0.644014,1.0,1.009148,357.2
46,0.647782,1.0,1.015052,391.11
47,0.669843,1.0,1.049622,390.43
48,0.659472,1.0,1.03337,385.5
49,0.628851,1.0,0.985387,380.88
