graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.700000,0.981767,0.984529,11.47
1,0.850000,1.192146,1.195499,12.10
2,0.700000,0.981767,0.984529,12.45
3,0.750000,1.051893,1.054852,13.07
4,0.650000,0.911641,0.914205,12.03
5,0.750000,1.051893,1.054852,10.78
6,0.700000,0.981767,0.984529,10.72
7,0.700000,0.981767,0.984529,13.70
8,0.700000,0.981767,0.984529,9.92
9,0.650000,0.911641,0.914205,9.49
10,0.750000,1.051893,1.054852,9.55
11,0.700000,0.981767,0.984529,10.13
12,0.750000,1.051893,1.054852,9.54
13,0.650000,0.911641,0.914205,9.26
14,0.700000,0.981767,0.984529,9.17
15,0.650000,0.911641,0.914205,10.07
16,0.700000,0.981767,0.984529,9.83
17,0.750000,1.051893,1.054852,9.30
18,0.650000,0.911641,0.914205,9.68
19,0.750000,1.051893,1.054852,10.18
20,0.650000,0.911641,0.914205,9.87
21,0.700000,0.981767,0.984529,8.83
22,0.700000,0.981767,0.984529,8.97
23,0.700000,0.981767,0.984529,9.63
24,0.750000,1.051893,1.054852,9.64
25,0.750000,1.051893,1.054852,9.17
26,0.700000,0.981767,0.984529,9.27
27,0.650000,0.911641,0.914205,10.15
28,0.650000,0.911641,0.914205,9.26
29,0.750000,1.051893,1.054852,8.32
30,0.800000,1.122020,1.125176,9.27
31,0.750000,1.051893,1.054852,9.29
32,0.700000,0.981767,0.984529,9.09
33,0.700000,0.981767,0.984529,9.67
34,0.700000,0.981767,0.984529,10.44
35,0.700000,0.981767,0.984529,9.61
36,0.700000,0.981767,0.984529,8.95
37,0.700000,0.981767,0.984529,9.33
38,0.750000,1.051893,1.054852,10.20
39,0.700000,0.981767,0.984529,9.88
40,0.800000,1.122020,1.125176,9.27
41,0.750000,1.051893,1.054852,9.72
42,0.650000,0.911641,0.914205,9.43
43,0.700000,0.981767,0.984529,9.19
44,0.700000,0.981767,0.984529,9.11
45,0.750000,1.051893,1.054852,9.51
46,0.700000,0.981767,0.984529,9.72
47,0.750000,1.051893,1.054852,9.14
48,0.750000,1.051893,1.054852,8.90
49,0.700000,0.981767,0.984529,9.55
