step,beta,loss,buf_mean_E,buf_best_E
0,0.0010,282.133514,0.018000,0.185000
1,0.0010,281.070251,-0.023500,0.895000
2,0.0010,281.387939,0.009000,0.895000
3,0.0010,281.598389,-0.019500,0.895000
4,0.0010,280.715424,-0.004000,0.895000
5,0.0010,281.616058,-0.001500,0.895000
6,0.0010,280.385834,0.008000,0.895000
7,0.0010,281.455444,-0.022500,0.895000
8,0.0010,281.553558,-0.001500,0.895000
9,0.0010,282.128143,-0.003500,0.895000
10,0.0010,282.288666,-0.011000,0.895000
11,0.0010,281.130188,-0.005500,0.895000
12,0.0010,281.092621,0.002000,0.895000
13,0.0010,280.611694,0.018500,0.895000
14,0.0010,280.882904,0.001500,0.895000
15,0.0010,282.791382,-0.007500,0.895000
16,0.0010,282.049713,-0.008500,0.895000
17,0.0010,281.055267,-0.005500,0.895000
18,0.0010,281.028503,0.015500,0.895000
19,0.0010,280.493561,-0.014000,0.895000
20,0.0010,282.127777,-0.005000,0.895000
21,0.0010,282.611725,0.003500,0.895000
22,0.0010,281.276672,0.010500,0.895000
23,0.0010,281.561127,0.004500,0.895000
24,0.0010,281.566772,-0.007500,0.895000
25,0.0010,282.147217,0.001000,0.895000
26,0.0010,281.565796,-0.008000,0.895000
27,0.0010,281.113983,-0.012000,0.895000
28,0.0010,280.599182,-0.025500,0.895000
29,0.0010,282.331116,-0.000500,0.895000
30,0.0010,281.358978,-0.003500,0.895000
31,0.0010,281.891754,-0.007500,0.895000
32,0.0010,282.723633,-0.009500,0.895000
33,0.0010,279.744354,-0.001000,0.895000
34,0.0010,280.945709,0.008500,0.895000
35,0.0010,282.802277,0.009500,0.895000
36,0.0010,281.761597,-0.002500,0.895000
37,0.0010,282.093719,-0.002000,0.895000
38,0.0010,280.573303,0.007000,0.895000
39,0.0010,282.131256,-0.026500,0.895000
40,0.0010,280.897552,0.010500,0.895000
41,0.0010,281.111084,0.028000,0.895000
42,0.0010,281.955048,-0.005500,0.895000
43,0.0010,281.357971,-0.006500,0.895000
44,0.0010,281.126556,0.008500,0.895000
45,0.0010,281.634735,-0.001500,0.895000
46,0.0010,281.961090,0.010000,0.895000
47,0.0010,282.136444,0.007000,0.895000
48,0.0010,282.162170,0.016000,0.895000
49,0.0010,280.406952,0.007000,0.895000
50,0.0010,280.858124,-0.007500,0.895000
51,0.0121,280.085297,0.021000,0.895000
52,0.0233,281.970428,0.035500,0.895000
53,0.0344,282.222748,0.045000,0.895000
54,0.0455,282.378326,0.051500,0.895000
55,0.0567,281.920074,0.068500,0.895000
56,0.0678,280.742767,0.053000,0.895000
57,0.0789,280.922272,0.071500,0.895000
58,0.0901,282.443909,0.107000,0.895000
59,0.1012,280.904114,0.093500,0.895000
60,0.1123,280.932953,0.117500,0.895000
61,0.1235,282.141937,0.117500,0.895000
62,0.1346,281.343018,0.122000,0.895000
63,0.1457,281.508850,0.159000,0.895000
64,0.1569,281.353546,0.159500,0.895000
65,0.1680,281.641510,0.188000,0.895000
66,0.1791,280.801849,0.175000,0.895000
67,0.1903,281.260437,0.168500,0.895000
68,0.2014,281.057098,0.211000,0.895000
69,0.2125,282.272949,0.213500,0.895000
70,0.2237,281.405823,0.229000,0.895000
71,0.2348,280.831390,0.240000,0.895000
72,0.2459,283.211670,0.227500,0.895000
73,0.2571,282.269928,0.242000,0.895000
74,0.2682,280.395233,0.265000,0.895000
75,0.2793,282.041656,0.283500,0.895000
76,0.2905,282.527191,0.278500,0.895000
77,0.3016,280.966919,0.296000,0.895000
78,0.3127,282.556641,0.294000,0.895000
79,0.3239,281.680878,0.303500,0.895000
80,0.3350,280.740997,0.315500,0.895000
81,0.3461,282.106110,0.333500,0.895000
82,0.3573,281.804504,0.333500,0.895000
83,0.3684,281.839081,0.357000,0.895000
84,0.3795,282.588593,0.359000,0.895000
85,0.3907,281.144928,0.369500,0.895000
86,0.4018,281.374695,0.388500,0.895000
87,0.4129,281.997650,0.392500,0.895000
88,0.4241,281.650391,0.393000,0.895000
89,0.4352,282.874329,0.415500,0.895000
90,0.4463,281.005524,0.421000,0.895000
91,0.4575,282.796051,0.434500,0.895000
92,0.4686,281.188477,0.428500,0.895000
93,0.4797,282.130585,0.443000,0.895000
94,0.4909,281.006073,0.466500,0.895000
95,0.5020,282.283661,0.468500,0.895000
96,0.5131,281.237122,0.484000,0.895000
97,0.5243,281.615387,0.482000,0.895000
98,0.5354,281.387665,0.494000,0.895000
99,0.5465,282.409180,0.489000,0.895000
100,0.5577,282.477692,0.523500,0.895000
101,0.5688,282.534058,0.515000,0.895000
102,0.5799,282.899658,0.526500,0.895000
103,0.5911,281.054260,0.529000,0.895000
104,0.6022,282.184906,0.535000,0.895000
105,0.6133,282.073090,0.547000,0.895000
106,0.6245,281.186859,0.550000,0.895000
107,0.6356,281.282227,0.560000,0.895000
108,0.6468,282.450684,0.564500,0.895000
109,0.6579,282.071075,0.593500,0.895000
110,0.6690,282.602417,0.589500,0.895000
111,0.6802,281.216949,0.603500,0.895000
112,0.6913,280.971161,0.607500,0.895000
113,0.7024,282.385345,0.595500,0.895000
114,0.7136,282.658905,0.602500,0.895000
115,0.7247,282.063782,0.615000,0.895000
