graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.935000,1.139271,1.012891,92.01
1,0.925000,1.127087,1.002058,62.37
2,0.940000,1.145364,1.018308,48.94
3,0.935000,1.139271,1.012891,47.93
4,0.940000,1.145364,1.018308,82.71
5,0.940000,1.145364,1.018308,90.62
6,0.930000,1.133179,1.007475,86.94
7,0.950000,1.157548,1.029141,86.50
8,0.920000,1.120994,0.996642,86.14
9,0.935000,1.139271,1.012891,73.67
10,0.925000,1.127087,1.002058,83.00
11,0.915000,1.114902,0.991225,77.56
12,0.930000,1.133179,1.007475,43.69
13,0.935000,1.139271,1.012891,43.74
14,0.940000,1.145364,1.018308,44.05
15,0.945000,1.151456,1.023724,43.74
16,0.935000,1.139271,1.012891,65.53
17,0.930000,1.133179,1.007475,86.37
18,0.930000,1.133179,1.007475,73.37
19,0.925000,1.127087,1.002058,46.40
20,0.925000,1.127087,1.002058,73.26
21,0.925000,1.127087,1.002058,84.77
22,0.920000,1.120994,0.996642,66.74
23,0.930000,1.133179,1.007475,78.67
24,0.940000,1.145364,1.018308,79.46
25,0.935000,1.139271,1.012891,92.21
26,0.940000,1.145364,1.018308,90.78
27,0.935000,1.139271,1.012891,84.78
28,0.935000,1.139271,1.012891,82.46
29,0.930000,1.133179,1.007475,84.96
30,0.925000,1.127087,1.002058,82.34
31,0.930000,1.133179,1.007475,82.77
32,0.935000,1.139271,1.012891,85.16
33,0.935000,1.139271,1.012891,81.91
34,0.945000,1.151456,1.023724,83.21
35,0.945000,1.151456,1.023724,81.72
36,0.950000,1.157548,1.029141,82.10
37,0.930000,1.133179,1.007475,84.27
38,0.930000,1.133179,1.007475,86.18
39,0.930000,1.133179,1.007475,85.06
40,0.930000,1.133179,1.007475,83.05
41,0.930000,1.133179,1.007475,80.59
42,0.945000,1.151456,1.023724,79.37
43,0.925000,1.127087,1.002058,82.45
44,0.940000,1.145364,1.018308,82.17
45,0.930000,1.133179,1.007475,79.18
46,0.935000,1.139271,1.012891,85.86
47,0.940000,1.145364,1.018308,87.57
48,0.935000,1.139271,1.012891,82.33
49,0.945000,1.151456,1.023724,82.35
