graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.744118,1.018027,1.040467,40.63
1,0.732353,1.001931,1.024017,46.70
2,0.720588,0.985836,1.007567,73.06
3,0.723529,0.989860,1.011680,61.79
4,0.741176,1.014003,1.036355,78.40
5,0.744118,1.018027,1.040467,68.58
6,0.729412,0.997908,1.019905,48.68
7,0.726471,0.993884,1.015792,66.12
8,0.720588,0.985836,1.007567,72.94
9,0.732353,1.001931,1.024017,71.64
10,0.729412,0.997908,1.019905,41.30
11,0.729412,0.997908,1.019905,41.14
12,0.735294,1.005955,1.028130,44.64
13,0.735294,1.005955,1.028130,75.08
14,0.738235,1.009979,1.032242,48.31
15,0.744118,1.018027,1.040467,50.52
16,0.744118,1.018027,1.040467,78.55
17,0.729412,0.997908,1.019905,84.03
18,0.735294,1.005955,1.028130,77.34
19,0.732353,1.001931,1.024017,47.71
20,0.723529,0.989860,1.011680,76.00
21,0.732353,1.001931,1.024017,72.21
22,0.723529,0.989860,1.011680,74.59
23,0.726471,0.993884,1.015792,68.29
24,0.735294,1.005955,1.028130,73.27
25,0.726471,0.993884,1.015792,73.14
26,0.732353,1.001931,1.024017,72.68
27,0.750000,1.026074,1.048692,74.99
28,0.723529,0.989860,1.011680,73.70
29,0.729412,0.997908,1.019905,71.74
30,0.723529,0.989860,1.011680,75.20
31,0.726471,0.993884,1.015792,76.71
32,0.714706,0.977789,0.999342,68.36
33,0.729412,0.997908,1.019905,72.63
34,0.711765,0.973765,0.995229,63.25
35,0.714706,0.977789,0.999342,70.39
36,0.735294,1.005955,1.028130,71.78
37,0.738235,1.009979,1.032242,50.53
38,0.729412,0.997908,1.019905,53.49
39,0.720588,0.985836,1.007567,42.05
40,0.729412,0.997908,1.019905,41.67
41,0.723529,0.989860,1.011680,41.96
42,0.720588,0.985836,1.007567,43.44
43,0.729412,0.997908,1.019905,43.51
44,0.720588,0.985836,1.007567,55.70
45,0.735294,1.005955,1.028130,43.75
46,0.726471,0.993884,1.015792,47.54
47,0.729412,0.997908,1.019905,66.59
48,0.726471,0.993884,1.015792,62.60
49,0.738235,1.009979,1.032242,40.11
