graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.944444,0.984936,0.984936,20.48
1,0.944444,0.984936,0.984936,19.79
2,0.944444,0.984936,0.984936,20.12
3,0.944444,0.984936,0.984936,19.02
4,0.944444,0.984936,0.984936,19.24
5,0.944444,0.984936,0.984936,19.78
6,0.944444,0.984936,0.984936,21.12
7,0.944444,0.984936,0.984936,19.39
8,1.000000,1.042874,1.042874,13.69
9,1.000000,1.042874,1.042874,12.45
10,1.000000,1.042874,1.042874,11.76
11,0.944444,0.984936,0.984936,12.16
12,0.944444,0.984936,0.984936,12.23
13,1.000000,1.042874,1.042874,12.03
14,0.944444,0.984936,0.984936,11.61
15,0.944444,0.984936,0.984936,11.42
16,0.944444,0.984936,0.984936,11.60
17,1.000000,1.042874,1.042874,11.81
18,0.944444,0.984936,0.984936,12.03
19,0.944444,0.984936,0.984936,11.52
20,0.944444,0.984936,0.984936,11.56
21,0.944444,0.984936,0.984936,11.53
22,0.944444,0.984936,0.984936,11.75
23,0.944444,0.984936,0.984936,11.63
24,0.944444,0.984936,0.984936,11.95
25,0.944444,0.984936,0.984936,11.68
26,0.944444,0.984936,0.984936,11.68
27,0.944444,0.984936,0.984936,11.68
28,0.944444,0.984936,0.984936,12.03
29,0.944444,0.984936,0.984936,14.02
30,0.944444,0.984936,0.984936,12.72
31,1.000000,1.042874,1.042874,12.97
32,1.000000,1.042874,1.042874,14.82
33,0.944444,0.984936,0.984936,13.80
34,0.944444,0.984936,0.984936,14.09
35,0.944444,0.984936,0.984936,14.04
36,1.000000,1.042874,1.042874,15.24
37,0.944444,0.984936,0.984936,16.96
38,1.000000,1.042874,1.042874,15.05
39,0.944444,0.984936,0.984936,13.45
40,0.944444,0.984936,0.984936,14.06
41,0.944444,0.984936,0.984936,13.90
42,0.944444,0.984936,0.984936,14.84
43,1.000000,1.042874,1.042874,13.42
44,0.944444,0.984936,0.984936,13.38
45,1.000000,1.042874,1.042874,13.44
46,1.000000,1.042874,1.042874,13.59
47,0.944444,0.984936,0.984936,13.50
48,0.944444,0.984936,0.984936,13.30
49,1.000000,1.042874,1.042874,13.67
