graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.754976,1.0,1.022407,445.88
1,0.791298,1.0,1.071595,445.71
2,0.77005,1.0,1.04282,379.27
3,0.731507,1.0,0.990624,425.33
4,0.733305,1.0,0.99306,458.26
5,0.760523,1.0,1.029919,419.21
6,0.731388,1.0,0.990464,453.01
7,0.719438,1.0,0.974281,422.03
8,0.767783,1.0,1.039751,432.35
9,0.763749,1.0,1.034288,404.24
10,0.766223,1.0,1.037638,405.04
11,0.762645,1.0,1.032792,444.15
12,0.756381,1.0,1.024309,447.5
13,0.744993,1.0,1.008888,429.17
14,0.767473,1.0,1.039331,402.29
15,0.786813,1.0,1.065522,429.54
16,0.748064,1.0,1.013047,455.54
17,0.738153,1.0,0.999625,465.95
18,0.735971,1.0,0.99667,421.81
19,0.741091,1.0,1.003604,393.03
20,0.761492,1.0,1.031231,446.61
21,0.716807,1.0,0.970718,422.69
22,0.766005,1.0,1.037343,448.81
23,0.769911,1.0,1.042632,434.62
24,0.723323,1.0,0.979542,409.67
25,0.738946,1.0,1.000699,429.85
26,0.759147,1.0,1.028055,456.64
27,0.754889,1.0,1.02229,425.4
28,0.76754,1.0,1.039422,406.42
29,0.754934,1.0,1.02235,394.56
30,0.781756,1.0,1.058672,412.05
31,0.751499,1.0,1.017699,419.81
32,0.738872,1.0,1.000599,446.17
33,0.737338,1.0,0.998522,404.58
34,0.771658,1.0,1.044998,461.9
35,0.758192,1.0,1.026762,399.94
36,0.769716,1.0,1.042369,478.56
37,0.769324,1.0,1.041837,465.58
38,0.719092,1.0,0.973812,431.63
39,0.735876,1.0,0.996542,393.29
40,0.738155,1.0,0.999628,427.41
41,0.742058,1.0,1.004913,420.31
42,0.749607,1.0,1.015136,401.29
43,0.776688,1.0,1.05181,434.84
44,0.780491,1.0,1.05696,410.95
45,0.752039,1.0,1.018429,413.28
46,0.752833,1.0,1.019504,424.24
47,0.744168,1.0,1.007771,416.28
48,0.759328,1.0,1.028301,473.13
49,0.76149,1.0,1.031229,417.12
