step,beta,loss,buf_mean_E,buf_best_E
0,0.0010,360.757812,0.012500,0.234375
1,0.0010,360.641571,0.002344,0.828125
2,0.0010,360.911041,0.033984,0.828125
3,0.0010,360.859344,-0.023438,0.828125
4,0.0010,361.156555,-0.006641,0.828125
5,0.0010,363.220428,-0.012500,0.828125
6,0.0010,362.044373,-0.012891,0.828125
7,0.0010,360.558746,0.003516,0.828125
8,0.0010,362.007050,0.002344,0.828125
9,0.0010,362.125458,-0.007031,0.828125
10,0.0010,361.654144,0.008594,0.828125
11,0.0010,362.204987,-0.021094,0.828125
12,0.0010,361.592682,0.025781,0.828125
13,0.0010,360.814423,0.004687,0.828125
14,0.0010,363.418671,-0.001953,0.828125
15,0.0010,361.477753,-0.009375,0.828125
16,0.0010,362.097382,0.003516,0.828125
17,0.0010,361.304016,0.006250,0.828125
18,0.0010,362.032318,-0.014844,0.828125
19,0.0010,361.907013,-0.000781,0.828125
20,0.0010,363.087738,0.021875,0.828125
21,0.0010,361.924011,-0.019141,0.828125
22,0.0010,360.473969,0.001172,0.828125
23,0.0010,361.039886,0.009375,0.828125
24,0.0010,362.259491,0.016797,0.828125
25,0.0010,361.432098,-0.007031,0.828125
26,0.0010,362.419525,0.003516,0.828125
27,0.0010,362.223969,0.034375,0.828125
28,0.0010,361.065155,0.008594,0.828125
29,0.0010,361.233124,-0.005469,0.828125
30,0.0010,361.149780,-0.044531,0.828125
31,0.0010,361.733612,0.014063,0.828125
32,0.0010,362.660736,-0.015234,0.828125
33,0.0010,361.137787,0.001953,0.828125
34,0.0010,363.824219,0.016406,0.828125
35,0.0010,361.484100,0.021094,0.828125
36,0.0010,360.730347,0.001563,0.828125
37,0.0010,362.407898,0.005078,0.828125
38,0.0010,361.950348,-0.006250,0.828125
39,0.0010,362.589203,0.002734,0.828125
40,0.0010,362.018799,-0.006250,0.828125
41,0.0010,361.957489,0.000000,0.828125
42,0.0010,361.784546,-0.004297,0.828125
43,0.0010,362.929535,0.026562,0.828125
44,0.0010,362.669952,-0.007812,0.828125
45,0.0010,363.098145,0.024609,0.828125
46,0.0010,362.876434,-0.006641,0.828125
47,0.0010,362.850189,-0.003906,0.828125
48,0.0010,362.530334,0.001172,0.828125
49,0.0010,362.325531,0.007031,0.828125
50,0.0010,362.271729,0.021484,0.828125
51,0.0121,362.530273,0.023828,0.828125
52,0.0233,362.448334,-0.005078,0.828125
53,0.0344,362.570953,0.017188,0.828125
54,0.0455,362.510101,0.061719,0.828125
55,0.0567,362.081055,0.045312,0.828125
56,0.0678,362.284760,0.076172,0.828125
57,0.0789,362.490448,0.090625,0.828125
58,0.0901,362.643860,0.082031,0.828125
59,0.1012,363.821411,0.097266,0.828125
60,0.1123,363.133911,0.108594,0.828125
61,0.1235,361.618011,0.132812,0.828125
62,0.1346,361.240936,0.150781,0.828125
63,0.1457,363.041901,0.126172,0.828125
64,0.1569,362.194916,0.174609,0.828125
65,0.1680,362.208221,0.181641,0.828125
66,0.1791,362.051544,0.152344,0.828125
67,0.1903,362.209076,0.173047,0.828125
68,0.2014,362.746399,0.207813,0.828125
69,0.2125,364.010529,0.203516,0.828125
70,0.2237,363.953796,0.242188,0.828125
71,0.2348,362.631348,0.230078,0.828125
72,0.2459,361.343597,0.204297,0.828125
73,0.2571,361.463165,0.241797,0.828125
74,0.2682,363.638397,0.258984,0.828125
75,0.2793,361.610809,0.280469,0.828125
76,0.2905,362.642303,0.277734,0.828125
77,0.3016,362.745819,0.276172,0.828125
78,0.3127,363.521973,0.296484,0.828125
79,0.3239,362.231659,0.310156,0.828125
80,0.3350,361.750885,0.326953,0.828125
81,0.3461,362.639587,0.331641,0.828125
82,0.3573,361.555176,0.321094,0.828125
83,0.3684,363.838837,0.351953,0.828125
84,0.3795,360.927094,0.358203,0.828125
85,0.3907,362.846344,0.352344,0.828125
86,0.4018,361.686829,0.356250,0.828125
87,0.4129,361.479675,0.401562,0.828125
88,0.4241,363.800873,0.394922,0.828125
89,0.4352,362.503113,0.401562,0.828125
90,0.4463,361.929535,0.409375,0.828125
91,0.4575,362.868561,0.416406,0.828125
92,0.4686,361.484833,0.435156,0.828125
93,0.4797,362.426239,0.439063,0.828125
94,0.4909,363.632629,0.455078,0.828125
95,0.5020,362.663391,0.448437,0.828125
96,0.5131,362.717346,0.482812,0.828125
97,0.5243,361.959229,0.484375,0.828125
98,0.5354,361.629608,0.489844,0.828125
99,0.5465,362.072937,0.494141,0.828125
100,0.5577,363.136536,0.500781,0.828125
101,0.5688,362.916962,0.510938,0.828125
102,0.5799,362.492645,0.561328,0.828125
103,0.5911,360.796478,0.525000,0.828125
104,0.6022,361.923004,0.537891,0.828125
105,0.6133,361.276825,0.549219,0.828125
106,0.6245,362.970703,0.554688,0.828125
107,0.6356,364.124115,0.567578,0.828125
108,0.6468,361.858002,0.572266,0.828125
109,0.6579,362.470673,0.569141,0.828125
110,0.6690,362.909912,0.578516,0.828125
111,0.6802,361.805786,0.596484,0.828125
112,0.6913,361.053223,0.580469,0.828125
113,0.7024,362.692261,0.594922,0.828125
114,0.7136,360.855316,0.604688,0.828125
115,0.7247,362.775055,0.635938,0.828125
116,0.7358,361.312988,0.640234,0.828125
117,0.7470,361.372894,0.621484,0.828125
118,0.7581,361.817810,0.625391,0.828125
119,0.7692,363.034241,0.639062,0.828125
120,0.7804,362.580200,0.650000,0.828125
121,0.7915,361.562927,0.664453,0.828125
122,0.8026,361.077240,0.665625,0.828125
123,0.8138,362.292969,0.669141,0.828125
124,0.8249,361.049530,0.675781,0.843750
125,0.8360,362.798065,0.679688,0.843750
126,0.8472,362.220551,0.680469,0.843750
127,0.8583,361.793518,0.687891,0.843750
128,0.8694,361.704956,0.717578,0.843750
129,0.8806,361.886505,0.703906,0.843750
130,0.8917,362.745575,0.722656,0.843750
131,0.9028,363.209137,0.715234,0.843750
132,0.9140,361.495605,0.722656,0.843750
133,0.9251,360.183105,0.737891,0.843750
134,0.9362,361.619171,0.728516,0.843750
135,0.9474,361.783295,0.753516,0.867188
136,0.9585,360.772278,0.742578,0.867188
137,0.9696,360.781830,0.764844,0.867188
138,0.9808,362.263916,0.757031,0.875000
139,0.9919,362.758423,0.765625,0.875000
140,1.0030,362.621643,0.765625,0.875000
141,1.0142,362.747833,0.767578,0.875000
142,1.0253,361.885559,0.776953,0.875000
143,1.0364,362.565460,0.770312,0.875000
144,1.0476,361.908386,0.783594,0.898438
145,1.0587,362.231445,0.771094,0.898438
146,1.0698,361.902466,0.779297,0.898438
147,1.0810,360.531799,0.780469,0.898438
148,1.0921,361.356689,0.794141,0.898438
149,1.1032,361.504608,0.807422,0.906250
150,1.1144,360.424530,0.809766,0.906250
151,1.1255,361.375061,0.803906,0.906250
152,1.1366,360.099701,0.795703,0.906250
153,1.1478,359.744232,0.810547,0.906250
154,1.1589,360.825775,0.807813,0.906250
155,1.1700,361.213593,0.824609,0.906250
156,1.1812,359.656860,0.825391,0.921875
157,1.1923,360.566803,0.827344,0.921875
158,1.2034,359.532288,0.825781,0.929688
159,1.2146,359.204193,0.831641,0.929688
160,1.2257,360.063782,0.840625,0.929688
161,1.2368,358.897186,0.833203,0.929688
162,1.2480,359.883209,0.846094,0.929688
163,1.2591,358.326141,0.847656,0.929688
164,1.2702,357.566864,0.851953,0.929688
165,1.2814,357.728027,0.857812,0.929688
166,1.2925,357.964325,0.860547,0.929688
167,1.3036,355.920074,0.845703,0.937500
168,1.3148,357.105530,0.862109,0.937500
169,1.3259,355.548981,0.863281,0.937500
170,1.3370,354.125549,0.869531,0.937500
171,1.3482,353.529755,0.871875,0.945312
172,1.3593,353.247131,0.875000,0.945312
173,1.3704,351.612885,0.882812,0.945312
174,1.3816,351.375336,0.880859,0.945312
175,1.3927,351.727264,0.876563,0.945312
176,1.4038,350.551086,0.883984,0.945312
177,1.4150,349.387787,0.888672,0.945312
178,1.4261,347.189789,0.892969,0.945312
179,1.4372,346.422668,0.896094,0.960938
180,1.4484,345.840881,0.892969,0.960938
181,1.4595,343.972137,0.903125,0.968750
182,1.4706,342.289764,0.905078,0.968750
183,1.4818,340.783051,0.904297,0.968750
184,1.4929,340.019745,0.907031,0.968750
185,1.5040,338.647644,0.912109,0.968750
186,1.5152,337.074066,0.915234,0.968750
187,1.5263,335.038788,0.911328,0.968750
188,1.5374,333.714935,0.912109,0.968750
189,1.5486,331.091156,0.908984,0.968750
190,1.5597,331.020355,0.903906,0.968750
191,1.5708,330.386627,0.906250,0.968750
192,1.5820,329.453278,0.914062,0.968750
193,1.5931,327.506317,0.919141,0.968750
194,1.6042,325.453705,0.916797,0.968750
195,1.6154,323.577850,0.922656,0.968750
196,1.6265,321.323303,0.930078,0.968750
197,1.6376,317.765839,0.931250,0.976562
198,1.6488,314.769958,0.931641,0.976562
199,1.6599,311.031006,0.930078,0.976562
200,1.6710,309.102966,0.928516,0.976562
201,1.6822,306.987366,0.930859,0.976562
202,1.6933,302.998016,0.932422,0.976562
203,1.7044,300.852356,0.933594,0.976562
204,1.7156,298.939270,0.938672,0.976562
205,1.7267,297.834991,0.943359,0.976562
206,1.7378,295.889252,0.939453,0.976562
207,1.7490,293.749237,0.941797,0.976562
208,1.7601,290.635345,0.940625,0.976562
209,1.7712,286.644989,0.942578,0.976562
210,1.7824,284.673798,0.942578,0.976562
211,1.7935,281.964600,0.947266,0.976562
212,1.8046,280.071198,0.945703,0.976562
213,1.8158,278.246033,0.945312,0.976562
214,1.8269,273.688934,0.947656,0.976562
215,1.8380,270.295746,0.944141,0.976562
216,1.8492,269.486084,0.945703,0.976562
217,1.8603,268.271423,0.947656,0.976562
218,1.8714,265.110260,0.947266,0.976562
219,1.8826,261.149841,0.948047,0.976562
220,1.8937,260.633301,0.948438,0.976562
221,1.9049,258.130524,0.948438,0.976562
222,1.9160,255.814896,0.946484,0.976562
223,1.9271,254.018799,0.951172,0.976562
224,1.9383,251.320465,0.950391,0.976562
225,1.9494,249.837326,0.950781,0.976562
226,1.9605,244.921982,0.951953,0.976562
227,1.9717,243.526489,0.953516,0.976562
228,1.9828,238.112091,0.954688,0.976562
229,1.9939,235.293701,0.959375,0.976562
230,2.0051,232.314774,0.956641,0.976562
231,2.0162,227.995041,0.954688,0.976562
232,2.0273,224.471725,0.960938,0.976562
233,2.0385,223.788574,0.961328,0.984375
234,2.0496,220.706543,0.958594,0.984375
235,2.0607,218.870392,0.959766,0.984375
236,2.0719,215.499557,0.960156,0.984375
237,2.0830,214.048874,0.959375,0.984375
238,2.0941,212.505859,0.959766,0.984375
239,2.1053,210.119263,0.959375,0.984375
240,2.1164,207.668732,0.960938,0.984375
241,2.1275,205.784958,0.960938,0.984375
242,2.1387,201.552841,0.963281,0.984375
243,2.1498,198.681793,0.964453,0.984375
244,2.1609,195.050842,0.965234,0.984375
245,2.1721,191.250153,0.965234,0.984375
246,2.1832,187.216064,0.965625,0.984375
247,2.1943,184.748703,0.966016,0.984375
248,2.2055,183.511551,0.966016,0.984375
249,2.2166,181.533798,0.966406,0.984375
250,2.2277,179.600388,0.966406,0.984375
251,2.2389,178.081100,0.965234,0.984375
252,2.2500,175.338608,0.967969,0.984375
253,2.2611,171.785812,0.969531,0.984375
254,2.2723,170.634888,0.968750,0.984375
255,2.2834,169.404068,0.971094,0.984375
256,2.2945,166.648026,0.971094,0.984375
257,2.3057,165.200790,0.971484,0.984375
258,2.3168,163.014450,0.972656,0.984375
259,2.3279,160.159409,0.973047,0.984375
260,2.3391,157.675629,0.973437,0.984375
261,2.3502,156.389313,0.974219,0.984375
262,2.3613,153.484482,0.973828,0.984375
263,2.3725,151.386826,0.974609,0.984375
264,2.3836,148.227097,0.973047,0.984375
265,2.3947,144.568756,0.975000,0.984375
266,2.4059,142.209518,0.975391,0.984375
267,2.4170,138.824692,0.973828,0.984375
268,2.4281,136.652969,0.975391,0.984375
269,2.4393,135.774277,0.976172,0.984375
270,2.4504,132.817505,0.976172,0.984375
271,2.4615,130.554321,0.976562,0.992188
272,2.4727,129.584335,0.977344,0.992188
273,2.4838,128.052429,0.976172,0.992188
274,2.4949,125.518555,0.977344,0.992188
275,2.5061,123.280716,0.976953,0.992188
276,2.5172,122.850342,0.976562,0.992188
277,2.5283,122.074242,0.977344,0.992188
278,2.5395,120.988945,0.977344,0.992188
279,2.5506,119.497734,0.976953,0.992188
280,2.5617,117.903709,0.977734,0.992188
281,2.5729,116.302200,0.976562,0.992188
282,2.5840,114.883865,0.977734,0.992188
283,2.5951,112.776833,0.977734,0.992188
284,2.6063,113.089745,0.976953,0.992188
285,2.6174,113.162964,0.977344,0.992188
286,2.6285,111.080742,0.978125,0.992188
287,2.6397,110.933449,0.978125,0.992188
288,2.6508,109.428612,0.976953,0.992188
289,2.6619,106.561256,0.977734,0.992188
290,2.6731,106.601173,0.978516,0.992188
291,2.6842,104.571609,0.978516,0.992188
292,2.6953,102.214935,0.978516,0.992188
293,2.7065,100.977348,0.978516,0.992188
294,2.7176,99.732796,0.978516,0.992188
295,2.7287,98.697769,0.977734,0.992188
296,2.7399,97.572037,0.978516,0.992188
297,2.7510,95.334007,0.978516,0.992188
298,2.7621,94.091583,0.977344,0.992188
299,2.7733,94.196686,0.977734,0.992188
300,2.7844,93.351921,0.978125,0.992188
301,2.7955,92.276001,0.978125,0.992188
302,2.8067,92.595963,0.978125,0.992188
303,2.8178,91.160934,0.978125,0.992188
304,2.8289,90.029373,0.978516,0.992188
305,2.8401,89.694023,0.978516,0.992188
306,2.8512,88.337578,0.978516,0.992188
307,2.8623,87.360107,0.978125,0.992188
308,2.8735,86.163193,0.978516,0.992188
309,2.8846,85.914330,0.979297,0.992188
310,2.8957,84.693810,0.979297,0.992188
311,2.9069,83.538994,0.979297,0.992188
312,2.9180,82.325439,0.979297,0.992188
313,2.9291,81.747246,0.979297,0.992188
314,2.9403,81.198975,0.979297,0.992188
315,2.9514,80.115578,0.979688,0.992188
316,2.9625,79.075188,0.979688,0.992188
317,2.9737,78.466331,0.980078,0.992188
318,2.9848,77.845680,0.980078,0.992188
319,2.9959,77.263222,0.980078,0.992188
320,3.0071,77.538567,0.980469,0.992188
321,3.0182,76.353981,0.980469,0.992188
322,3.0293,76.118164,0.981250,1.000000
323,3.0405,75.462257,0.980859,1.000000
324,3.0516,74.213783,0.981250,1.000000
325,3.0627,73.611038,0.981250,1.000000
326,3.0739,73.888573,0.981250,1.000000
327,3.0850,72.706413,0.980859,1.000000
328,3.0961,71.577530,0.980859,1.000000
329,3.1073,70.154099,0.980859,1.000000
330,3.1184,69.028481,0.981250,1.000000
331,3.1296,68.382645,0.981250,1.000000
332,3.1407,67.289421,0.981250,1.000000
333,3.1518,66.570686,0.981250,1.000000
334,3.1630,66.119408,0.981250,1.000000
335,3.1741,66.241798,0.981250,1.000000
336,3.1852,65.076080,0.981641,1.000000
337,3.1964,65.252754,0.981641,1.000000
338,3.2075,65.566895,0.981641,1.000000
339,3.2186,65.050636,0.981641,1.000000
340,3.2298,65.308975,0.981641,1.000000
341,3.2409,65.350273,0.981641,1.000000
342,3.2520,64.343590,0.981641,1.000000
343,3.2632,64.271324,0.981250,1.000000
344,3.2743,64.498077,0.981641,1.000000
345,3.2854,63.437702,0.981641,1.000000
346,3.2966,62.624561,0.981250,1.000000
347,3.3077,62.009682,0.981641,1.000000
348,3.3188,61.346130,0.981641,1.000000
349,3.3300,60.785366,0.981641,1.000000
350,3.3411,60.260498,0.981641,1.000000
351,3.3522,59.341076,0.981641,1.000000
352,3.3634,58.653973,0.981641,1.000000
353,3.3745,58.501850,0.981641,1.000000
354,3.3856,58.046944,0.981250,1.000000
355,3.3968,58.054272,0.981250,1.000000
356,3.4079,57.369823,0.981250,1.000000
357,3.4190,57.340637,0.981250,1.000000
358,3.4302,57.249111,0.981250,1.000000
359,3.4413,56.915863,0.980859,1.000000
360,3.4524,57.297585,0.981250,1.000000
361,3.4636,56.473751,0.981250,1.000000
362,3.4747,55.646839,0.981250,1.000000
363,3.4858,55.194405,0.981250,1.000000
364,3.4970,54.546528,0.980859,1.000000
365,3.5081,54.664101,0.980469,1.000000
366,3.5192,54.054993,0.980859,1.000000
367,3.5304,53.264290,0.980859,1.000000
368,3.5415,53.357727,0.980078,1.000000
369,3.5526,53.195179,0.980859,1.000000
370,3.5638,52.419994,0.980859,1.000000
371,3.5749,52.021839,0.980859,1.000000
372,3.5860,51.257679,0.980859,1.000000
373,3.5972,50.502922,0.980859,1.000000
374,3.6083,50.521839,0.980859,1.000000
375,3.6194,50.419979,0.980859,1.000000
376,3.6306,50.059536,0.980859,1.000000
377,3.6417,49.352100,0.980859,1.000000
378,3.6528,49.359047,0.981250,1.000000
379,3.6640,48.679676,0.981250,1.000000
380,3.6751,48.362118,0.981250,1.000000
381,3.6862,48.276840,0.980859,1.000000
382,3.6974,47.427807,0.981250,1.000000
383,3.7085,47.477497,0.981250,1.000000
384,3.7196,47.167648,0.981250,1.000000
385,3.7308,46.590572,0.981250,1.000000
386,3.7419,46.311260,0.981250,1.000000
387,3.7530,45.767223,0.981250,1.000000
388,3.7642,45.580673,0.981250,1.000000
389,3.7753,46.102581,0.981250,1.000000
390,3.7864,45.916531,0.981250,1.000000
391,3.7976,45.422718,0.981250,1.000000
392,3.8087,44.934002,0.981250,1.000000
393,3.8198,44.801540,0.981250,1.000000
394,3.8310,45.018635,0.980859,1.000000
395,3.8421,44.802059,0.981250,1.000000
396,3.8532,44.337963,0.981250,1.000000
397,3.8644,44.074432,0.981250,1.000000
398,3.8755,44.012115,0.981250,1.000000
399,3.8866,43.954937,0.981250,1.000000
400,3.8978,43.886898,0.981250,1.000000
401,3.9089,43.929882,0.981250,1.000000
402,3.9200,43.902718,0.981250,1.000000
