graph_id,made_best_E,ratio_vs_xlsx_gurobi_mean,ratio_vs_xlsx_sa_mean,time_s
0,0.584726,0.728965,0.728965,9.68
1,1.135589,1.415713,1.415713,9.54
2,0.620532,0.773603,0.773603,9.77
3,1.118172,1.394000,1.394000,10.17
4,0.889258,1.108618,1.108618,9.67
5,0.492908,0.614497,0.614497,9.79
6,0.848690,1.058043,1.058043,9.46
7,0.862510,1.075271,1.075271,9.54
8,0.749355,0.934204,0.934204,9.61
9,0.730336,0.910493,0.910493,9.82
10,1.185072,1.477402,1.477402,9.58
11,0.936858,1.167960,1.167960,9.77
12,0.782897,0.976020,0.976020,9.48
13,0.743142,0.926458,0.926458,9.67
14,0.729595,0.909569,0.909569,9.79
15,0.788239,0.982680,0.982680,9.73
16,0.888232,1.107339,1.107339,9.15
17,0.701161,0.874121,0.874121,9.61
18,0.758784,0.945958,0.945958,9.44
19,0.828825,1.033278,1.033278,9.42
20,0.863335,1.076301,1.076301,9.43
21,0.638192,0.795620,0.795620,9.84
22,0.780636,0.973201,0.973201,9.88
23,1.000398,1.247173,1.247173,9.61
24,0.918917,1.145593,1.145593,9.75
25,0.677430,0.844537,0.844537,9.98
26,0.899460,1.121336,1.121336,9.79
27,0.709252,0.884209,0.884209,10.04
28,0.738979,0.921268,0.921268,10.05
29,1.111355,1.385501,1.385501,7.91
30,0.803265,1.001413,1.001413,7.69
31,1.072575,1.337154,1.337154,9.10
32,0.721065,0.898935,0.898935,10.89
33,0.991308,1.235841,1.235841,11.34
34,0.822132,1.024933,1.024933,10.99
35,0.668233,0.833071,0.833071,10.44
36,0.851037,1.060968,1.060968,11.08
37,0.604291,0.753356,0.753356,11.11
38,0.787022,0.981162,0.981162,10.78
39,0.737193,0.919041,0.919041,10.90
40,0.809709,1.009446,1.009446,10.56
41,0.639819,0.797648,0.797648,10.45
42,0.877011,1.093350,1.093350,11.38
43,0.750668,0.935840,0.935840,10.95
44,0.699452,0.871991,0.871991,11.32
45,0.834868,1.040811,1.040811,9.66
46,0.823021,1.026041,1.026041,7.41
47,0.450732,0.561917,0.561917,7.12
48,0.696686,0.868543,0.868543,7.09
49,0.753688,0.939606,0.939606,7.54
